text,seed_examples
I am not sure about where I will be in five years.,"['I make unpopular or difficult decisions.', 'During the past month, how often have you had trouble sleeping because you have pain?', 'I feel shut out and excluded by others', 'I will always seek out activities that challenge me to think and reason.', 'I am uncertain about my ability to do things well in the future.']"
I am feeling overwhelmed by the changes in my life.,"['I make unpopular or difficult decisions.', 'During the past month, how often have you had trouble sleeping because you have pain?', 'I feel shut out and excluded by others', 'I will always seek out activities that challenge me to think and reason.', 'I am uncertain about my ability to do things well in the future.']"
I always feel overwhelmed and uncertain about my future.,"['I make unpopular or difficult decisions.', 'During the past month, how often have you had trouble sleeping because you have pain?', 'I feel shut out and excluded by others', 'I will always seek out activities that challenge me to think and reason.', 'I am uncertain about my ability to do things well in the future.']"
I am lonely.,"['To what extent do you receive help and support from others when you need it?', 'I have nobody to talk to', 'I feel left out', 'During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?', 'How lonely do you feel in your daily life?']"
I sometimes have a hunch.,"['How satisfied are you with your personal relationships?', 'How often do you feel angry?', ""I sometimes feel as if I've done all there is to do in life."", 'I have to act on a hunch.', 'During the past month, how often has your bed partner or room mate reported other restlessness while you sleep?']"
I am very self conscious.,"['During the past month, what time have you usually gotten up in the morning?', 'I expect my physical health to get worse.', 'The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).', 'People are around me but not with me', 'How often do you feel angry?']"
I feel indecisive or angry often.,"['During the past month, what time have you usually gotten up in the morning?', 'I expect my physical health to get worse.', 'The amount of information that I process in a typical day is just about right for me (i.e. not too much and not too little).', 'People are around me but not with me', 'How often do you feel angry?']"
My mental health is a big problem,"['There is no one I can turn to', 'My physical health has restricted me in the past.', 'I am unhappy doing so many things alone', 'In general, I feel I am in charge of the situation in which I live.', 'How often are you able to handle your responsibilities?']"
It seems that I am in charge of everything that I do.,"['There is no one I can turn to', 'My physical health has restricted me in the past.', 'I am unhappy doing so many things alone', 'In general, I feel I am in charge of the situation in which I live.', 'How often are you able to handle your responsibilities?']"
I have no one I can turn to,"['Sometimes fate or God helps me.', 'How often do you feel sad?', 'There is no one I can turn to', 'I believe I can achieve my goals, even if there are obstacles.', 'I like challenges.']"
I am resilient and enjoy challenges.,"['Sometimes fate or God helps me.', 'How often do you feel sad?', 'There is no one I can turn to', 'I believe I can achieve my goals, even if there are obstacles.', 'I like challenges.']"
I always have a positive outlook on life.,"['Sometimes fate or God helps me.', 'How often do you feel sad?', 'There is no one I can turn to', 'I believe I can achieve my goals, even if there are obstacles.', 'I like challenges.']"
I spend too much time worrying about the past and getting annoyed if people aren't responding.,"['During the past month, what time have you usually gone to bed at night?', 'I find myself waiting for people to call or write', 'Under pressure, I stay focused and think clearly.', 'How often do you feel positive?', 'I make unpopular or difficult decisions.']"
I find myself waiting for people to call or write - I make unpopular or difficult decisions.,"['During the past month, what time have you usually gone to bed at night?', 'I find myself waiting for people to call or write', 'Under pressure, I stay focused and think clearly.', 'How often do you feel positive?', 'I make unpopular or difficult decisions.']"
I feel overwhelmed by work.,"['I feel isolated from others', 'I believe there is a real purpose for my life.', 'I prefer to take the lead in problem-solving.', 'During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?', 'During the past month, how often have you had trouble sleeping because you cough or snore loudly?']"
I feel overwhelmed and depressed at work.,"['I feel isolated from others', 'I believe there is a real purpose for my life.', 'I prefer to take the lead in problem-solving.', 'During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?', 'During the past month, how often have you had trouble sleeping because you cough or snore loudly?']"
I find it difficult to sleep without my neck aching.,"['I feel isolated from others', 'I believe there is a real purpose for my life.', 'I prefer to take the lead in problem-solving.', 'During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?', 'During the past month, how often have you had trouble sleeping because you cough or snore loudly?']"
"I feel alone, isolated and alone.","['I feel isolated from others', 'I believe there is a real purpose for my life.', 'I prefer to take the lead in problem-solving.', 'During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?', 'During the past month, how often have you had trouble sleeping because you cough or snore loudly?']"
I often feel bad when others judge me.,"['I sometimes think I am a worthless individual.', 'During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?', 'During the past month, how many hours of actual sleep did you get at night?', 'I find myself waiting for people to call or write', 'I make unpopular or difficult decisions.']"
I sometimes think I have a low self esteem.,"['I sometimes think I am a worthless individual.', 'During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?', 'During the past month, how many hours of actual sleep did you get at night?', 'I find myself waiting for people to call or write', 'I make unpopular or difficult decisions.']"
I think I am entitled.,"['I sometimes think I am a worthless individual.', 'During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?', 'During the past month, how many hours of actual sleep did you get at night?', 'I find myself waiting for people to call or write', 'I make unpopular or difficult decisions.']"
I sometimes find myself waiting on people to call or write.,"['I sometimes think I am a worthless individual.', 'During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?', 'During the past month, how many hours of actual sleep did you get at night?', 'I find myself waiting for people to call or write', 'I make unpopular or difficult decisions.']"
I have not always had friends with whom I could share my joys and sorrows.,"['I cannot tolerate being so alone', 'In the past, I have not always had friends with whom I could share my joys and sorrows.', 'To what extent do you feel that what you do in your life is valuable and worthwhile?', 'How satisfied are you with your current physical health?', 'I feel shut out and excluded by others']"
I am no longer accepted and acknowledged by friends and family.,"['I cannot tolerate being so alone', 'In the past, I have not always had friends with whom I could share my joys and sorrows.', 'To what extent do you feel that what you do in your life is valuable and worthwhile?', 'How satisfied are you with your current physical health?', 'I feel shut out and excluded by others']"
I cannot tolerate being so alone.,"['I cannot tolerate being so alone', 'In the past, I have not always had friends with whom I could share my joys and sorrows.', 'To what extent do you feel that what you do in your life is valuable and worthwhile?', 'How satisfied are you with your current physical health?', 'I feel shut out and excluded by others']"
I am happy with my physical well-being.,"['I expect to always be physically healthy.', 'I have confidence in my own opinions, even if they are different from the way most other people think.', 'How lonely do you feel in your daily life?', 'I believe there is a real purpose for my life.', 'People are around me but not with me']"
I am comfortable in relationships.,"['I have nobody to talk to', 'The demands of everyday life often get me down.', 'Compared to others of your same age and sex, how is your health?', 'In the past, I have felt sure of myself among strangers.', 'My friends will be there for me when I need help.']"
I find it difficult to handle the daily stresses of life.,"['I have nobody to talk to', 'The demands of everyday life often get me down.', 'Compared to others of your same age and sex, how is your health?', 'In the past, I have felt sure of myself among strangers.', 'My friends will be there for me when I need help.']"
I have a strong support system.,"['I have nobody to talk to', 'The demands of everyday life often get me down.', 'Compared to others of your same age and sex, how is your health?', 'In the past, I have felt sure of myself among strangers.', 'My friends will be there for me when I need help.']"
"I am comfortable with my own appearance, and feel confident.","['I have nobody to talk to', 'The demands of everyday life often get me down.', 'Compared to others of your same age and sex, how is your health?', 'In the past, I have felt sure of myself among strangers.', 'My friends will be there for me when I need help.']"
I always make time to think about my thoughts and feelings and take action.,"['My friends know they can always confide in me and ask me for advice.', 'To what extent do you feel that what you do in your life is valuable and worthwhile?', 'During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?', 'How often do you feel positive?', 'I will always seek out activities that challenge me to think and reason.']"
The last time I have been able to focus on my thoughts and rationales is while in a mental health clinic.,"['My friends know they can always confide in me and ask me for advice.', 'To what extent do you feel that what you do in your life is valuable and worthwhile?', 'During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?', 'How often do you feel positive?', 'I will always seek out activities that challenge me to think and reason.']"
"As a result of my past, I am a self reliant person.","['My friends know they can always confide in me and ask me for advice.', 'To what extent do you feel that what you do in your life is valuable and worthwhile?', 'During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?', 'How often do you feel positive?', 'I will always seek out activities that challenge me to think and reason.']"
I am self-aware and confident enough to discuss my feelings with my friends.,"['My friends know they can always confide in me and ask me for advice.', 'To what extent do you feel that what you do in your life is valuable and worthwhile?', 'During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?', 'How often do you feel positive?', 'I will always seek out activities that challenge me to think and reason.']"
I feel more in control.,"['During the past month, how often have you had trouble sleeping because you have pain?', 'I feel like I am in control.', 'During the past month, how often have you taken medicine to help you sleep (prescribed or over the counter)?', 'The demands of everyday life often get me down.', 'My friends will be there for me when I need help.']"
"I am able to look on the bright side of things, but I still have to be careful about what I do.","['In the past, I have expected the best.', 'To what extent do you feel contented?', 'I always look on the bright side of things.', 'To what extent do you feel loved?', 'During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?']"
I always look for the best.,"['In the past, I have expected the best.', 'To what extent do you feel contented?', 'I always look on the bright side of things.', 'To what extent do you feel loved?', 'During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?']"
"I have always enjoyed life, so I don't tend to have any problems.","['In the past, I have expected the best.', 'To what extent do you feel contented?', 'I always look on the bright side of things.', 'To what extent do you feel loved?', 'During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?']"
I have trouble sleeping because I feel cold.,"['I tend to be influenced by people with strong opinions.', 'I always look on the bright side of things.', 'My physical health is excellent.', 'I can deal with whatever comes my way.', 'During the past month, how often have you had trouble sleeping because you feel too cold?']"
I try to avoid being around people who are always blaming the other for my problems.,"['I tend to be influenced by people with strong opinions.', 'I always look on the bright side of things.', 'My physical health is excellent.', 'I can deal with whatever comes my way.', 'During the past month, how often have you had trouble sleeping because you feel too cold?']"
I am good with the people around me.,"['I tend to be influenced by people with strong opinions.', 'I always look on the bright side of things.', 'My physical health is excellent.', 'I can deal with whatever comes my way.', 'During the past month, how often have you had trouble sleeping because you feel too cold?']"
I sometimes think I have no friends.,"['During the past month, how long (in minutes) has it usually taken you to fall asleep each night?', 'I have to act on a hunch.', 'People are around me but not with me', 'My friends know they can always confide in me and ask me for advice.', 'I sometimes think I am a worthless individual.']"
"I can't get the energy I need to fall asleep, which is why I sometimes need to work late or run late to get to work.","['During the past month, how long (in minutes) has it usually taken you to fall asleep each night?', 'I have to act on a hunch.', 'People are around me but not with me', 'My friends know they can always confide in me and ask me for advice.', 'I sometimes think I am a worthless individual.']"
I sometimes feel depressed.,"['During the past month, how long (in minutes) has it usually taken you to fall asleep each night?', 'I have to act on a hunch.', 'People are around me but not with me', 'My friends know they can always confide in me and ask me for advice.', 'I sometimes think I am a worthless individual.']"
I have a good life but I am constantly being put off by people.,"['During the past month, how long (in minutes) has it usually taken you to fall asleep each night?', 'I have to act on a hunch.', 'People are around me but not with me', 'My friends know they can always confide in me and ask me for advice.', 'I sometimes think I am a worthless individual.']"
I sometimes think I am the worst person in the world.,"['During the past month, how long (in minutes) has it usually taken you to fall asleep each night?', 'I have to act on a hunch.', 'People are around me but not with me', 'My friends know they can always confide in me and ask me for advice.', 'I sometimes think I am a worthless individual.']"
I doubt I will make a career out of my career path.,"['I believe I can achieve my goals, even if there are obstacles.', 'Sometimes I wonder if my family will really be there for me when I am in need.', 'How often do you lose track of time while doing something you enjoy?', 'My social relationships are superficial', 'I feel completely alone']"
I am worried about my personal security.,"['I believe I can achieve my goals, even if there are obstacles.', 'Sometimes I wonder if my family will really be there for me when I am in need.', 'How often do you lose track of time while doing something you enjoy?', 'My social relationships are superficial', 'I feel completely alone']"
I feel confined in my personal space.,"['I believe I can achieve my goals, even if there are obstacles.', 'Sometimes I wonder if my family will really be there for me when I am in need.', 'How often do you lose track of time while doing something you enjoy?', 'My social relationships are superficial', 'I feel completely alone']"
I sometimes feel like I am not understood,"['I believe I can achieve my goals, even if there are obstacles.', 'Sometimes I wonder if my family will really be there for me when I am in need.', 'How often do you lose track of time while doing something you enjoy?', 'My social relationships are superficial', 'I feel completely alone']"
I feel it is important to have someone to talk with.,"['I believe I can achieve my goals, even if there are obstacles.', 'Sometimes I wonder if my family will really be there for me when I am in need.', 'How often do you lose track of time while doing something you enjoy?', 'My social relationships are superficial', 'I feel completely alone']"
"Often, I feel sad and isolated.","['My life has often seemed void of positive mental stimulation.', 'How often do you feel anxious?', 'I feel isolated from others', 'How often do you lose track of time while doing something you enjoy?', 'To what extent do you feel loved?']"
I feel more lonely than I feel at work,"['My life has often seemed void of positive mental stimulation.', 'How often do you feel anxious?', 'I feel isolated from others', 'How often do you lose track of time while doing something you enjoy?', 'To what extent do you feel loved?']"
I feel over-stimulated and disengaged.,"['My life has often seemed void of positive mental stimulation.', 'How often do you feel anxious?', 'I feel isolated from others', 'How often do you lose track of time while doing something you enjoy?', 'To what extent do you feel loved?']"
"I am able to deal with unpleasant or painful feelings like sadness, fear, and anger.","['Maintaining close relationships has been difficult and frustrating for me.', 'I am able to handle unpleasant or painful feelings like sadness, fear, and anger.', 'During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?', 'How often do you feel joyful?', 'I am unhappy being so withdrawn']"
I have experienced a difficult time keeping positive and hopeful feelings.,"['Maintaining close relationships has been difficult and frustrating for me.', 'I am able to handle unpleasant or painful feelings like sadness, fear, and anger.', 'During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?', 'How often do you feel joyful?', 'I am unhappy being so withdrawn']"
"I am not able to handle unpleasant and painful feelings like sadness, fear, or anger.","['Maintaining close relationships has been difficult and frustrating for me.', 'I am able to handle unpleasant or painful feelings like sadness, fear, and anger.', 'During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?', 'How often do you feel joyful?', 'I am unhappy being so withdrawn']"
"I have experienced stress, and in times of stress I find it very difficult to communicate with people.","['During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?', 'I cannot tolerate being so alone', 'I am unhappy being so withdrawn', 'In times of stress, I know where to find help.', 'I have felt in the past that my life was meaningless.']"
"In times of stress, I know where to find help. - I have always felt in the past that my life was meaningless.","['During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?', 'I cannot tolerate being so alone', 'I am unhappy being so withdrawn', 'In times of stress, I know where to find help.', 'I have felt in the past that my life was meaningless.']"
I believe that being patient is an important trait of life.,"['I tend to bounce back after illness, injury, or other hardships.', 'How often do you become absorbed in what you are doing?', 'In the past, I have expected the best.', 'In the past, I hardly ever expected things to go my way.', 'I think it is important to have new experiences that challenge how I think about myself and the world.']"
"In the past, I was afraid of anything and everything.","['I tend to bounce back after illness, injury, or other hardships.', 'How often do you become absorbed in what you are doing?', 'In the past, I have expected the best.', 'In the past, I hardly ever expected things to go my way.', 'I think it is important to have new experiences that challenge how I think about myself and the world.']"
"I feel challenged by every day situations, and it helps me to push forward.","['I tend to bounce back after illness, injury, or other hardships.', 'How often do you become absorbed in what you are doing?', 'In the past, I have expected the best.', 'In the past, I hardly ever expected things to go my way.', 'I think it is important to have new experiences that challenge how I think about myself and the world.']"
I think it is important to have experiences that challenge how I think about myself and the world.,"['I tend to bounce back after illness, injury, or other hardships.', 'How often do you become absorbed in what you are doing?', 'In the past, I have expected the best.', 'In the past, I hardly ever expected things to go my way.', 'I think it is important to have new experiences that challenge how I think about myself and the world.']"
I feel strong and confident about myself and my life.,"['During the past month, how often have you had trouble sleeping because you have pain?', 'In the past, I have not always had friends with whom I could share my joys and sorrows.', 'I believe I can achieve my goals, even if there are obstacles.', 'I am good at managing the responsibilities of daily life.', 'I tend to be influenced by people with strong opinions.']"
"Often, I have trouble sleeping because I suffer from a lack of sleep.","['During the past month, how often have you had trouble sleeping because you have pain?', 'In the past, I have not always had friends with whom I could share my joys and sorrows.', 'I believe I can achieve my goals, even if there are obstacles.', 'I am good at managing the responsibilities of daily life.', 'I tend to be influenced by people with strong opinions.']"
I am unable to make new friends.,"['In the past, I have generally found intellectual challenges to be vital to my overall well-being.', 'It is difficult for me to make friends', 'During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?', 'I am able to adapt when changes occur.', 'My interests and ideas are not shared by those around me']"
I am able to change my work situation.,"['In the past, I have generally found intellectual challenges to be vital to my overall well-being.', 'It is difficult for me to make friends', 'During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?', 'I am able to adapt when changes occur.', 'My interests and ideas are not shared by those around me']"
I feel that challenges are important to life.,"['I am unhappy doing so many things alone', 'I like most parts of my personality.', 'I expect to always be physically healthy.', 'During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?', 'I like challenges.']"
I enjoy traveling.,"['I am unhappy doing so many things alone', 'I like most parts of my personality.', 'I expect to always be physically healthy.', 'During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?', 'I like challenges.']"
I like challenging myself.,"['I am unhappy doing so many things alone', 'I like most parts of my personality.', 'I expect to always be physically healthy.', 'During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?', 'I like challenges.']"
I am optimistic and enjoy helping others.,"['I am unhappy doing so many things alone', 'I like most parts of my personality.', 'I expect to always be physically healthy.', 'During the past month, how often have you had trouble sleeping because you have to get up to use the bathroom?', 'I like challenges.']"
"I am more insecure than others in my age, gender, and sex.","['To what extent do you receive help and support from others when you need it?', 'I have to act on a hunch.', 'During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?', 'I will always seek out activities that challenge me to think and reason.', 'Compared to others of your same age and sex, how is your health?']"
"I am optimistic, which makes me feel good about myself.","['To what extent do you receive help and support from others when you need it?', 'I have to act on a hunch.', 'During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?', 'I will always seek out activities that challenge me to think and reason.', 'Compared to others of your same age and sex, how is your health?']"
I am a highly capable person who uses critical thinking skills when appropriate.,"['To what extent do you receive help and support from others when you need it?', 'I have to act on a hunch.', 'During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?', 'I will always seek out activities that challenge me to think and reason.', 'Compared to others of your same age and sex, how is your health?']"
I would be happy with my current career but would be happier in any other job.,"['To what extent do you receive help and support from others when you need it?', 'I have to act on a hunch.', 'During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?', 'I will always seek out activities that challenge me to think and reason.', 'Compared to others of your same age and sex, how is your health?']"
"I enjoy the variety in my life, and am grateful for everyone's support.","['To what extent do you receive help and support from others when you need it?', 'I have to act on a hunch.', 'During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?', 'I will always seek out activities that challenge me to think and reason.', 'Compared to others of your same age and sex, how is your health?']"
I'm confident that I will do well in my future work.,"['For me, life has been a continuous process of learning, changing, and growth.', 'In the past, I hardly ever expected things to go my way.', 'I have to act on a hunch.', 'I try to see the humorous side of things when I am faced with problems.', 'I expect to always be physically healthy.']"
I don’t have many negative thoughts.,"['For me, life has been a continuous process of learning, changing, and growth.', 'In the past, I hardly ever expected things to go my way.', 'I have to act on a hunch.', 'I try to see the humorous side of things when I am faced with problems.', 'I expect to always be physically healthy.']"
"In the past, I rarely expected things to go my way.","['For me, life has been a continuous process of learning, changing, and growth.', 'In the past, I hardly ever expected things to go my way.', 'I have to act on a hunch.', 'I try to see the humorous side of things when I am faced with problems.', 'I expect to always be physically healthy.']"
I don't usually expect to be a successful or happy person.,"['For me, life has been a continuous process of learning, changing, and growth.', 'In the past, I hardly ever expected things to go my way.', 'I have to act on a hunch.', 'I try to see the humorous side of things when I am faced with problems.', 'I expect to always be physically healthy.']"
I expect to always be in a good physical shape.,"['For me, life has been a continuous process of learning, changing, and growth.', 'In the past, I hardly ever expected things to go my way.', 'I have to act on a hunch.', 'I try to see the humorous side of things when I am faced with problems.', 'I expect to always be physically healthy.']"
I am happy that I have chosen a fulfilling career for myself.,"['I believe there is a real purpose for my life.', 'How often do you become absorbed in what you are doing?', 'How satisfied are you with your current physical health?', 'When I look at the story of my life, I am pleased with how things have turned out so far.', 'I have one close and secure relationship.']"
I have found the positive in my life.,"['I believe there is a real purpose for my life.', 'How often do you become absorbed in what you are doing?', 'How satisfied are you with your current physical health?', 'When I look at the story of my life, I am pleased with how things have turned out so far.', 'I have one close and secure relationship.']"
I enjoy being independent and have my own ideas.,"['I believe there is a real purpose for my life.', 'How often do you become absorbed in what you are doing?', 'How satisfied are you with your current physical health?', 'When I look at the story of my life, I am pleased with how things have turned out so far.', 'I have one close and secure relationship.']"
I am a believer in the value of family and friends.,"['I believe there is a real purpose for my life.', 'How often do you become absorbed in what you are doing?', 'How satisfied are you with your current physical health?', 'When I look at the story of my life, I am pleased with how things have turned out so far.', 'I have one close and secure relationship.']"
I trust God to help me in my daily life.,"['I believe most things happen for a reason.', 'How lonely do you feel in your daily life?', 'Sometimes fate or God helps me.', 'I am not easily discouraged by failure.', 'For me, life has been a continuous process of learning, changing, and growth.']"
I don't like to feel guilty for my flaws.,"['I believe most things happen for a reason.', 'How lonely do you feel in your daily life?', 'Sometimes fate or God helps me.', 'I am not easily discouraged by failure.', 'For me, life has been a continuous process of learning, changing, and growth.']"
I enjoy the way my life is.,"['I believe most things happen for a reason.', 'How lonely do you feel in your daily life?', 'Sometimes fate or God helps me.', 'I am not easily discouraged by failure.', 'For me, life has been a continuous process of learning, changing, and growth.']"
I am thankful for my life.,"['I believe most things happen for a reason.', 'How lonely do you feel in your daily life?', 'Sometimes fate or God helps me.', 'I am not easily discouraged by failure.', 'For me, life has been a continuous process of learning, changing, and growth.']"
I feel pleased with the amount of intellectual stimulation I receive in my daily life.,"['My physical health has restricted me in the past.', 'During the past month, how many hours of actual sleep did you get at night?', 'Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.', 'During the past month, how often have you had trouble sleeping because you have pain?', 'During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?']"
My mental health has been quite stable for the past several years.,"['My physical health has restricted me in the past.', 'During the past month, how many hours of actual sleep did you get at night?', 'Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.', 'During the past month, how often have you had trouble sleeping because you have pain?', 'During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?']"
I have been experiencing difficulty with breathing during the last month.,"['My physical health has restricted me in the past.', 'During the past month, how many hours of actual sleep did you get at night?', 'Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.', 'During the past month, how often have you had trouble sleeping because you have pain?', 'During the past month, how often have you had trouble sleeping because you cannot breathe comfortably?']"
