target_dims,generated_text,corr_score
"Emotional, Environmental, Intellectual",I have been a member of the Society of Mental Health Practitioners for over 20 years.,0.25041860342025757
"Emotional, Environmental, Occupational",I am able to manage my emotional and environmental stress better.,0.5727478265762329
"Emotional, Environmental, Occupational","My environment is a good source of stress, anxiety, and depression.",0.5453547835350037
"Emotional, Environmental, Occupational",I am less stressed when my surroundings match my needs.,0.5393376350402832
"Emotional, Environmental, Occupational",I am able to manage my emotional or environmental health.,0.5371091961860657
"Emotional, Environmental, Occupational",I am more relaxed when my surroundings align my needs.,0.5219934582710266
"Emotional, Environmental, Occupational",I am able to cope with the stresses and anxiety of my life.,0.5189430117607117
"Emotional, Environmental, Occupational",My environment makes me easier to take care of myself.,0.5140954852104187
"Emotional, Environmental, Occupational",I am able to take care of myself when my surroundings match my needs.,0.513242244720459
"Emotional, Environmental, Occupational",I feel less stressed in the same environment as others.,0.5070438385009766
"Emotional, Environmental, Occupational",I am able to cope with the stress of the daily routine.,0.5060619115829468
"Emotional, Environmental, Occupational",I am feeling less relaxed and more comfortable when my surroundings match my needs.,0.49303537607192993
"Emotional, Environmental, Occupational",I am able to manage negative emotions easily during stressful situations.,0.4833131432533264
"Emotional, Environmental, Occupational",I feel more comfortable in my surroundings if my surroundings meet my needs.,0.48184677958488464
"Emotional, Environmental, Occupational",I am more aware of the health of my surroundings.,0.47235625982284546
"Emotional, Environmental, Occupational",I can handle emotions more effectively than I can when my surroundings are noisy.,0.4673996567726135
"Emotional, Environmental, Occupational",I am more likely to feel sad and upset when my surroundings match my needs.,0.46665459871292114
"Emotional, Environmental, Occupational",I am able to cope with unwanted or painful feelings.,0.4666500389575958
"Emotional, Environmental, Occupational",I'm in general the mood and have negative emotions about the environment.,0.4655328094959259
"Emotional, Environmental, Occupational",I find it easier for me to relax when my surroundings are quiet and orderly.,0.4489222466945648
"Emotional, Environmental, Occupational",I have anxiety about my environment and it's harmful.,0.4317109286785126
"Emotional, Environmental, Occupational",I'm more aware of my emotional symptoms than the other areas.,0.4258093535900116
"Emotional, Environmental, Occupational","I am able to treat emotional, physical, and occupational aches and pains.",0.41187775135040283
"Emotional, Environmental, Occupational",I think that my surroundings are a good place to have a good rest.,0.4115564823150635
"Emotional, Environmental, Occupational",I was able to take care of myself and the environment.,0.4102804958820343
"Emotional, Environmental, Occupational","I have a sense of humor, and I like being able to take care of myself.",0.34493011236190796
"Emotional, Environmental, Occupational","I have no other sources of income, so I am not able to control my mood.",0.3435055911540985
"Emotional, Environmental, Occupational","I am happy and well-balanced at work, but are not well-balanced at work.",0.33320096135139465
"Emotional, Environmental, Occupational",I am having trouble thinking about thoughts of loss or damage to my mental health.,0.3150097727775574
"Emotional, Environmental, Occupational",I want to write a self-report about my mental health.,0.2954053282737732
"Emotional, Environmental, Occupational",I have a strong immune system and have been a good sleeper.,0.2467411905527115
"Emotional, Environmental, Physical",My physical health has caused my mental health to increase.,0.5835786461830139
"Emotional, Environmental, Physical",My physical health has affected my emotional and physical health in the past.,0.573136031627655
"Emotional, Environmental, Physical",I have had a mental health issue that has affected my physical health.,0.5718912482261658
"Emotional, Environmental, Physical",My mental health is causing more stress than physical health.,0.5583292841911316
"Emotional, Environmental, Physical",I have physical health issues that interfere with my mental health.,0.557209849357605
"Emotional, Environmental, Physical",I am experiencing some emotional distress because of my physical health.,0.5534814596176147
"Emotional, Environmental, Physical",I have a physical health problem that affects my mental health.,0.5532627105712891
"Emotional, Environmental, Physical",I am worried that physical health may interfere with my mental health.,0.5492125153541565
"Emotional, Environmental, Physical",My physical health is indifferent to how well I function.,0.5467062592506409
"Emotional, Environmental, Physical",My physical health has been very positive in the past.,0.5336635112762451
"Emotional, Environmental, Physical",My current physical health is not affecting how well I function day to day.,0.5335456132888794
"Emotional, Environmental, Physical",My physical health has been in decline since I was diagnosed with a mental disorder in 2000.,0.5263024568557739
"Emotional, Environmental, Physical",My physical health is a significant measure of how well I am doing now.,0.5193121433258057
"Emotional, Environmental, Physical",How does your physical health affect your emotional and physical health?,0.5011540651321411
"Emotional, Environmental, Physical",My physical health has been affected by the physical environment.,0.4963623583316803
"Emotional, Environmental, Physical",I know that I have negative feelings about my mental health.,0.4861145615577698
"Emotional, Environmental, Physical",I am feeling sick and feeling depressed about myself and my physical health.,0.48401346802711487
"Emotional, Environmental, Physical","I see a physical condition, or mental illness, in my mental health.",0.47821101546287537
"Emotional, Environmental, Physical",My mental health is the number one factor in my psychological health.,0.4613952934741974
"Emotional, Environmental, Physical",I believe my physical health is at risk of making me lose weight.,0.4505121409893036
"Emotional, Environmental, Physical",I do not want to worry about my physical health.,0.4399583041667938
"Emotional, Environmental, Physical",My body isn't able to respond to a physical illness.,0.43488234281539917
"Emotional, Environmental, Physical",Whether you have depression or anxiety is a self-report item that should be labeled as an identifying factor.,0.33328455686569214
"Emotional, Environmental, Physical",I feel self-conscious about what I eat and to how I sleep.,0.3009627163410187
"Emotional, Environmental, Physical",I enjoy living by myself and not using alcohol and drugs.,0.2935775816440582
"Emotional, Environmental, Physical",I feel as if I am not having enough sleep.,0.2762000262737274
"Emotional, Environmental, Physical",The results of self-report psychological self-report items must be described accurately.,0.26298096776008606
"Emotional, Environmental, Physical",I am more likely to use pharmacological over-the-counter treatments in the past.,0.25974714756011963
"Emotional, Environmental, Physical",I find it difficult to manage my emotions in the past.,0.241935595870018
"Emotional, Environmental, Physical",Almost all of the information contained in this self-report is true or false.,0.20292825996875763
"Emotional, Environmental, Social",I feel less at peace in my social relationships with others.,0.4587375521659851
"Emotional, Environmental, Social",I feel emotionally strained by my relationships with people and relationships with others.,0.4426197409629822
"Emotional, Environmental, Social",I feel less isolated from others because of my social relationships,0.4362504482269287
"Emotional, Environmental, Social",I have a weak sense of trust and trust with others.,0.4246070086956024
"Emotional, Environmental, Social",I feel a strong sense of trust and trust in my relationships.,0.4114782512187958
"Emotional, Environmental, Social",I feel a desire to stay in my current social environment,0.4019395112991333
"Emotional, Environmental, Social",My social relationships have been more stable than my social relationships.,0.3964739441871643
"Emotional, Environmental, Social",I have not experienced many good and good relationships with others.,0.3930870592594147
"Emotional, Environmental, Social",I feel a lack of trust and friendliness in my relationships,0.3863327205181122
"Emotional, Environmental, Social",I feel isolated from others and have social relationships that are superficial,0.37626412510871887
"Emotional, Environmental, Social",I am more socially connected than I have ever been.,0.3738655745983124
"Emotional, Environmental, Social",I feel a sense of security in my social relationships.,0.37055647373199463
"Emotional, Environmental, Social",I'm feeling lonely because I haven't ever felt loved or welcomed.,0.36877238750457764
"Emotional, Environmental, Social",I feel a sense of security when I am comfortable with myself.,0.3597923517227173
"Emotional, Environmental, Social",I am likely to be emotional or physical more than emotionally.,0.3573687970638275
"Emotional, Environmental, Social","I feel happier, healthier, and more relaxed when I am around my family.",0.3554264307022095
"Emotional, Environmental, Social",I have never experienced close and trusting relationships with others.,0.35387280583381653
"Emotional, Environmental, Social",I feel alone in spaces where I cannot feel safe.,0.35208284854888916
"Emotional, Environmental, Social",I feel less at peace in spaces that are predictable and comfortable.,0.34757521748542786
"Emotional, Environmental, Social",I have not experienced any good emotionally or behavioral experiences.,0.3447630703449249
"Emotional, Environmental, Social",I can't express myself emotionally in situations that are stressful.,0.34149038791656494
"Emotional, Environmental, Social",I feel more comfortable when spaces around me are predictable and comfortable.,0.328342467546463
"Emotional, Environmental, Social",I am grateful that I have found a friend and I have a trusting relationship with my family.,0.3154446482658386
"Emotional, Environmental, Social",I am happy with the ways my mental health has improved in the last few years.,0.3108092248439789
"Emotional, Environmental, Social",I have a low self-report outlook and am struggling with depression.,0.29950544238090515
"Emotional, Environmental, Social",I have experienced mental health problems and it has been difficult to deal with them.,0.29360395669937134
"Emotional, Environmental, Social",I feel the need for an environment that is calm and familiar.,0.2753458023071289
"Emotional, Environmental, Social",My health is worse than it has been in years.,0.2409425675868988
"Emotional, Environmental, Social","My psychological self-report has been a challenge, which leads to low self-report accuracy and inadequate reporting.",0.23948943614959717
"Emotional, Environmental, Social",I want to know what helps you survive the stress of being stressed.,0.2356589436531067
"Emotional, Environmental, Spiritual",I am feeling more calm and settled in my surroundings.,0.5349413156509399
"Emotional, Environmental, Spiritual",I am happier and more calm in the environment than the surroundings.,0.531526505947113
"Emotional, Environmental, Spiritual",My environment and surroundings make me feel calm and settled.,0.520566999912262
"Emotional, Environmental, Spiritual",I feel better when I am relaxed in my environment.,0.5091214179992676
"Emotional, Environmental, Spiritual",I feel a sense of calm and settled in my surroundings.,0.49722787737846375
"Emotional, Environmental, Spiritual",I am very positive and able to deal with emotions in my environment.,0.4856017529964447
"Emotional, Environmental, Spiritual",I am happy and happy in places that are comfortable and calm.,0.47028085589408875
"Emotional, Environmental, Spiritual",I believe my surroundings make it harder for me to relax.,0.46791872382164
"Emotional, Environmental, Spiritual",I am able to take my own mood and body in the right direction.,0.45422208309173584
"Emotional, Environmental, Spiritual",I feel more energized or relaxed in space than in the past.,0.4535190463066101
"Emotional, Environmental, Spiritual",I have a great deal of energy and am able to deal with emotional and spiritual situations.,0.45198526978492737
"Emotional, Environmental, Spiritual",I find it easy to control my emotions during stressful situations.,0.451671302318573
"Emotional, Environmental, Spiritual",I am feeling more relaxed and re-energized than before.,0.4447207748889923
"Emotional, Environmental, Spiritual",I can cope with difficult emotions like anxiety and depression.,0.4310041069984436
"Emotional, Environmental, Spiritual",I am aware of how to deal with my emotions.,0.4297870695590973
"Emotional, Environmental, Spiritual",I have a higher level of stress than my normal self.,0.42469683289527893
"Emotional, Environmental, Spiritual",My body is responding to stress and can respond more emotionally to physical stress and anxiety.,0.41481807827949524
"Emotional, Environmental, Spiritual",I'm happier in spaces that are calm and familiar.,0.41457873582839966
"Emotional, Environmental, Spiritual",I feel happier when I can communicate and take notes.,0.4143412113189697
"Emotional, Environmental, Spiritual",I feel more at peace in my surroundings than I did in my previous self-report.,0.41367417573928833
"Emotional, Environmental, Spiritual",I have an altered perception of my own feelings and thoughts.,0.409361332654953
"Emotional, Environmental, Spiritual",I enjoy the things I do and am happy that I do.,0.4081611931324005
"Emotional, Environmental, Spiritual",I feel the physical reactions of my parents to my surroundings.,0.39444372057914734
"Emotional, Environmental, Spiritual",I am happier when I have space to move around.,0.39384910464286804
"Emotional, Environmental, Spiritual",I feel less self-centered when I am alone and less self-absorbed.,0.39118897914886475
"Emotional, Environmental, Spiritual",I have a higher level of self-esteem than I am on emotional levels.,0.38819143176078796
"Emotional, Environmental, Spiritual",I am more aware of my environment than I have been in years.,0.3879081904888153
"Emotional, Environmental, Spiritual",I am more than happy with what I am doing.,0.3701106905937195
"Emotional, Environmental, Spiritual",I have positive memories of positive events that have happened.,0.33063390851020813
"Emotional, Environmental, Spiritual",I enjoy the outdoors and am comfortable in cold weather.,0.28550785779953003
"Emotional, Financial, Intellectual","I feel more emotionally, financially, and intellectually affected by financial issues.",0.5303407311439514
"Emotional, Financial, Intellectual",I feel self-satisfied with my mental health and my financial situation.,0.5243175625801086
"Emotional, Financial, Intellectual",I feel better emotionally or financially when I have a clear financial plan.,0.5079579949378967
"Emotional, Financial, Intellectual",I feel more in control over my finances than my mood.,0.5040536522865295
"Emotional, Financial, Intellectual",My financial situation is having an impact on my mood.,0.49183061718940735
"Emotional, Financial, Intellectual","I feel more self-reporting about my emotional, financial, and intellectual health.",0.4900396168231964
"Emotional, Financial, Intellectual",I feel more determined when I make financial decisions that support my long-term needs.,0.48465314507484436
"Emotional, Financial, Intellectual",I am better at managing my emotional and financial health.,0.48115605115890503
"Emotional, Financial, Intellectual",I am emotionally calm and stable when I have a clear financial plan.,0.47949954867362976
"Emotional, Financial, Intellectual",I feel less likely to feel self-conscious about my finances.,0.4659508764743805
"Emotional, Financial, Intellectual","I am happier, more self-reported, and more financially stable.",0.46400588750839233
"Emotional, Financial, Intellectual",My financial situation and emotional state are not in focus.,0.457876592874527
"Emotional, Financial, Intellectual",I feel more alert when I have clear financial plans.,0.45479050278663635
"Emotional, Financial, Intellectual",I have the mental health to overcome my financial challenges.,0.43521231412887573
"Emotional, Financial, Intellectual",I feel more determined that I can make decisions that support my long-term needs.,0.434369295835495
"Emotional, Financial, Intellectual",I feel more organized when I have my finances under control.,0.4320567548274994
"Emotional, Financial, Intellectual",I feel more grounded when I have my financial situation under control.,0.4151157736778259
"Emotional, Financial, Intellectual",My mood and mood impact my empathetic and emotional self-report abilities.,0.38001662492752075
"Emotional, Financial, Intellectual",I feel less likely to be alone or alone during stressful situations.,0.3761398494243622
"Emotional, Financial, Intellectual",I feel more self-motivated compared to the last few years.,0.357328861951828
"Emotional, Financial, Intellectual",I am happy that I can make decisions for my money.,0.3548736572265625
"Emotional, Financial, Intellectual",I am aware of financial security and my financial plans.,0.34262725710868835
"Emotional, Financial, Intellectual",I feel emotionally repressed and worried about the way things are.,0.3304957449436188
"Emotional, Financial, Intellectual",I am not sure how my mood can go down.,0.32209643721580505
"Emotional, Financial, Intellectual","I can communicate effectively and in detail about my personal feelings, behaviors, or tendencies.",0.30268922448158264
"Emotional, Financial, Intellectual",I feel more satisfied than I had in my 30s,0.2985420525074005
"Emotional, Financial, Intellectual",I have been doing mental health assessments for about one week.,0.2763991951942444
"Emotional, Financial, Intellectual","I can feel more sombre, more erratic, and more anxious.",0.26981496810913086
"Emotional, Financial, Intellectual",I am well nourished and have clear goals and targets.,0.21637120842933655
"Emotional, Financial, Intellectual",I can't tell the difference between good and bad.,0.16958759725093842
"Emotional, Financial, Occupational",I feel more self-aware of my finances and can make decisions about my future.,0.6114063858985901
"Emotional, Financial, Occupational",I feel less stressed and less worried when my finances are under control.,0.6099116206169128
"Emotional, Financial, Occupational",I feel more determined when my finances are well-maintained.,0.6060456037521362
"Emotional, Financial, Occupational",I feel more relaxed when my financial situation is manageable.,0.6031426191329956
"Emotional, Financial, Occupational",I feel more comfortable with my finances than I have to live with.,0.5973604321479797
"Emotional, Financial, Occupational",I am less stressed when my financial situation influences my financial decisions.,0.5939001441001892
"Emotional, Financial, Occupational",I feel more positive when I manage my financial situation.,0.5907190442085266
"Emotional, Financial, Occupational",I feel less stressed and less stressed in my financial life.,0.5878965854644775
"Emotional, Financial, Occupational",I am happier with my finances than I am with my emotional problems.,0.5842761397361755
"Emotional, Financial, Occupational",I feel happier when my finances are well under control.,0.5837924480438232
"Emotional, Financial, Occupational",I am more in control of my finances than when I have finances.,0.5815364718437195
"Emotional, Financial, Occupational",I feel more financially stable after working hard and saving a lot.,0.5759957432746887
"Emotional, Financial, Occupational",I am able to make better financial decisions with my finances.,0.5740926265716553
"Emotional, Financial, Occupational",I am able to control my finances and I feel more self-reportable.,0.5730122923851013
"Emotional, Financial, Occupational",I am less stressed and have less stress in financial matters.,0.5632354021072388
"Emotional, Financial, Occupational",I am more flexible when my financial situation is under control.,0.562589704990387
"Emotional, Financial, Occupational",I am better equipped to manage my emotional health and finances.,0.5574042201042175
"Emotional, Financial, Occupational",I feel more focused on my health than on my financial status.,0.5559378862380981
"Emotional, Financial, Occupational","I feel more self-aware when I have a stable mental health, financial, and physical conditions.",0.5178951025009155
"Emotional, Financial, Occupational",I am able to make a sound decision based on my financial situation.,0.5001876354217529
"Emotional, Financial, Occupational",I am financially independent and can make decisions to keep my finances in check.,0.49378329515457153
"Emotional, Financial, Occupational",I feel less stressed and less likely to let go of my emotions.,0.4538381099700928
"Emotional, Financial, Occupational",I feel more likely to have a job that is fulfilling.,0.4154956638813019
"Emotional, Financial, Occupational",I feel happier when I am spending time with family.,0.41457659006118774
"Emotional, Financial, Occupational",I feel more stress than I have in the past.,0.39136815071105957
"Emotional, Financial, Occupational",I am able to make a strong decision when I make decisions.,0.3897276520729065
"Emotional, Financial, Occupational",I am able to make a living by investing my money.,0.38408443331718445
"Emotional, Financial, Occupational","I have low levels of depression, mood swings, and anxiety.",0.3533681333065033
"Emotional, Financial, Occupational",I have been in trouble with depression for most of my life.,0.3358616530895233
"Emotional, Financial, Occupational",I have learned to balance life's choices with my desires.,0.3344099521636963
"Emotional, Financial, Physical",I feel able to balance my financial and physical health.,0.5082663893699646
"Emotional, Financial, Physical",I have been working hard to recover from my mental health issues.,0.46289846301078796
"Emotional, Financial, Physical",I feel healthy and ready to take care of my finances.,0.4615361988544464
"Emotional, Financial, Physical",I feel the need to cope with physical and emotional challenges.,0.46150755882263184
"Emotional, Financial, Physical",I feel better about my finances than when I was healthy.,0.4398488998413086
"Emotional, Financial, Physical",I have had mental health issues for a long time.,0.4385051131248474
"Emotional, Financial, Physical","I am likely to feel a lot of stress in the past, and I feel very well prepared to handle routine financial responsibilities.",0.42458099126815796
"Emotional, Financial, Physical",I have a health condition that affects my physical well-being.,0.4160316288471222
"Emotional, Financial, Physical",I feel unable to survive a stressful or dangerous situation.,0.4144994914531708
"Emotional, Financial, Physical",I like how my emotional health has restricted me in the past.,0.4060077965259552
"Emotional, Financial, Physical",My mental health has been causing me to spend more time alone than usual.,0.40584757924079895
"Emotional, Financial, Physical",I feel able to make a plan for my financial future.,0.3983691334724426
"Emotional, Financial, Physical",I think I'm able to make a list of all the factors contributing to my mental health.,0.3974498510360718
"Emotional, Financial, Physical",I felt more healthy when I had a clear financial plan.,0.39713823795318604
"Emotional, Financial, Physical",I am aware of the effects of stress in my personality.,0.3891559839248657
"Emotional, Financial, Physical",I am determined to be safe while taking care of financial and physical needs.,0.3859085738658905
"Emotional, Financial, Physical",I feel very confident that I can manage my emotions during stressful situations.,0.3800824284553528
"Emotional, Financial, Physical",I have not been able to get over my past health problems.,0.36921751499176025
"Emotional, Financial, Physical",I have been diagnosed with a mental illness and have been on medication for a while.,0.3691462576389313
"Emotional, Financial, Physical",I am happy that I have access to healthy resources.,0.35719195008277893
"Emotional, Financial, Physical",I am able to work on my finances and make decisions that support my long-term needs.,0.3465286195278168
"Emotional, Financial, Physical",I am willing to help my family make decisions that support my long-term needs.,0.34235724806785583
"Emotional, Financial, Physical",I feel like I am in control and have a plan.,0.34020569920539856
"Emotional, Financial, Physical",I am aware of signs that my body needs recovery.,0.3320726454257965
"Emotional, Financial, Physical",I feel relieved that I am able to feel supported.,0.3319525122642517
"Emotional, Financial, Physical",I am not sure what health issues I have with my therapist.,0.30797526240348816
"Emotional, Financial, Physical",My mood swings have been on the decline over the past few weeks.,0.3061350882053375
"Emotional, Financial, Physical",I can't make financial decisions without a clear financial plan.,0.2819303870201111
"Emotional, Financial, Physical",I feel happy and excited to be back on track.,0.28042036294937134
"Emotional, Financial, Physical",I feel relieved that I am on top of the list of things to do on my self-report.,0.2683151364326477
"Emotional, Financial, Social",I have been aware of my emotional and financial status.,0.45950862765312195
"Emotional, Financial, Social",I have been a bit upset with my finances and social life lately.,0.4274453818798065
"Emotional, Financial, Social",My emotional and financial situation has been affected by the stress of a stressful situation.,0.4241640567779541
"Emotional, Financial, Social",I have been anxious about my financial status and that means I do not have the support I need to improve my mood and physical health.,0.41540834307670593
"Emotional, Financial, Social",I have recently become more self conscious of my financial situation.,0.4031132459640503
"Emotional, Financial, Social",I feel more self-reported and accountable for my finances.,0.3878014385700226
"Emotional, Financial, Social","I am happier now that I have a sense of accomplishment, and I feel less stressed now that I have a sense of responsibilities and responsibility.",0.38646528124809265
"Emotional, Financial, Social",I feel more free and more emotional than I have in years.,0.379915326833725
"Emotional, Financial, Social",I have a difficult time adjusting to my new life.,0.37746870517730713
"Emotional, Financial, Social",My social environment has a huge impact on my happiness.,0.3731527328491211
"Emotional, Financial, Social",I feel stressed and angry because I do not have friends that are supportive.,0.36894935369491577
"Emotional, Financial, Social",My mental health has been challenging and frustrating for me.,0.36759284138679504
"Emotional, Financial, Social",I am likely to feel more stressed when I have a family member with whom I can share my joys and sorrows.,0.3628315329551697
"Emotional, Financial, Social",I feel more self-reported when I have less stress.,0.36093226075172424
"Emotional, Financial, Social",I feel more self-aware when my finances are organized.,0.35172581672668457
"Emotional, Financial, Social",I think my financial status has affected my physical health.,0.3487001657485962
"Emotional, Financial, Social",I have a low self-esteem based on my negative social situations.,0.34415191411972046
"Emotional, Financial, Social",I have been a long-term mental health support provider.,0.3435232639312744
"Emotional, Financial, Social",I am still unsure how my financial situation will be.,0.3415664732456207
"Emotional, Financial, Social","I feel the following conditions affect my happiness: Physical health (i.e., financial health and social).",0.3408202528953552
"Emotional, Financial, Social",I was anxious and was worried about my financial situation.,0.32984334230422974
"Emotional, Financial, Social","I am not the best, but I have found my finances are in great shape.",0.327258437871933
"Emotional, Financial, Social",I feel more anxious in the past than the present.,0.3243817985057831
"Emotional, Financial, Social",I have a poor financial situation and lack of friends.,0.32224351167678833
"Emotional, Financial, Social",I feel that financial and social life is in the top three in my list.,0.31596046686172485
"Emotional, Financial, Social",I've been struggling with anxiety for 2 years and a year.,0.3151527941226959
"Emotional, Financial, Social",I have been diagnosed with depression after having a suicide attempt and felt in a deep depression by the time I received my first report.,0.2670251131057739
"Emotional, Financial, Social",I have been struggling to maintain close relationships with friends lately.,0.23414246737957
"Emotional, Financial, Social",I have been trying to find the best people to share my feelings.,0.23313073813915253
"Emotional, Financial, Social",I am a good listener of what I listen to.,0.12179233133792877
"Emotional, Financial, Spiritual","I have a high level of financial and spiritual stress, and this affects my mood.",0.44435563683509827
"Emotional, Financial, Spiritual",My mood improves when I am able to balance my finances and emotions.,0.4154466986656189
"Emotional, Financial, Spiritual","My self-report reveals my emotional, financial, and spiritual health",0.3901335895061493
"Emotional, Financial, Spiritual","I feel financially stable and self-sufficient, and I have peace of mind.",0.38978156447410583
"Emotional, Financial, Spiritual",My mood has improved and I enjoy my physical health.,0.3829253911972046
"Emotional, Financial, Spiritual","Having a deep attachment to my financial worries causes me to experience stress, depression, and anger.",0.37505990266799927
"Emotional, Financial, Spiritual",Financial and spiritual uncertainty are important factors that influence mood and mood.,0.3578697443008423
"Emotional, Financial, Spiritual",PTSD affects my mood and my financial and spiritual health.,0.3502749800682068
"Emotional, Financial, Spiritual",I find myself being a lot more aware of my emotions.,0.3374882936477661
"Emotional, Financial, Spiritual",I feel like a spiritual teacher when I am not trying to control my emotions.,0.3306789994239807
"Emotional, Financial, Spiritual","I am having trouble making sense of life, emotional, financial, and spiritual.",0.3303734362125397
"Emotional, Financial, Spiritual",I know that I want to be happy but I worry about everything.,0.3259426951408386
"Emotional, Financial, Spiritual","The Self-Report Self-Report Survey asked three factors (emotional, financial, and spiritual).",0.32064878940582275
"Emotional, Financial, Spiritual",I am not sure if I am happy and happy.,0.3176953196525574
