target_dims,generated_text,corr_score
"Emotional, Financial",I feel better about my financial situation when I have a clear financial plan.,0.6044780611991882
"Emotional, Financial",I feel more relaxed and focused after having a clear financial plan.,0.5936311483383179
"Emotional, Financial",I feel more organized and confident when my finances are in control.,0.5860081315040588
"Emotional, Financial",I feel satisfied that my financial situation has been lowered.,0.5769299268722534
"Emotional, Financial",I feel more likely to be financially stable and secure than I am emotionally unstable.,0.5754439830780029
"Emotional, Financial",I feel more likely to make informed decisions about my finances.,0.5752513408660889
"Emotional, Financial","I feel financially and emotionally healthy, but I feel less stable and less secure.",0.5659772753715515
"Emotional, Financial",I feel more likely to be financially stable if I have a clear financial plan.,0.555435299873352
"Emotional, Financial",I feel resentful of the way my financial status has changed since I was in college.,0.5192567706108093
"Emotional, Financial",I am not as aware of my financial situation as I feel.,0.5122278332710266
"Emotional, Financial","I think a person who doesn't have a clear financial plan, and who feels more financially stable, will suffer from a depression.",0.47397294640541077
"Emotional, Financial",I feel the same feelings when I talk to my friends about work and financial issues.,0.45814839005470276
"Emotional, Financial",I feel more able to manage my emotions efficiently during stressful situations.,0.4295293092727661
"Emotional, Financial",I feel better at managing my emotions during stressful situations.,0.4101852774620056
"Emotional, Financial",I feel more likely to self-destruct during stressful situations.,0.4020441174507141
"Emotional, Financial",I have no plans to move or have to cancel my plans.,0.27099865674972534
"Emotional, Financial",I feel more likely to do the following self-report activities:,0.25586432218551636
"Emotional, Intellectual",I feel emotional and intellectual challenges that have been vital to my overall well-being.,0.6262977719306946
"Emotional, Intellectual",I feel both emotions and intellectual stimuli have become important to my overall well-being.,0.5666134357452393
"Emotional, Intellectual",I have found that intellectual challenges can cause my overall well-being to suffer.,0.5565829873085022
"Emotional, Intellectual",I have found that my emotional and intellectual stress levels are high.,0.5530771017074585
"Emotional, Intellectual",I have found intellectual challenges to be essential to my overall well-being.,0.5452994108200073
"Emotional, Intellectual",I find that intellectual and intellectual challenges have a positive impact on my overall well-being.,0.5430847406387329
"Emotional, Intellectual","I'm experiencing positive, positive emotions such as anxiety and fear.",0.5322057008743286
"Emotional, Intellectual",I feel happier in my daily life and have more intellectual stimulation.,0.5316771864891052
"Emotional, Intellectual",I have found emotions to be vital to my overall well-being.,0.5291138887405396
"Emotional, Intellectual",I have found that intellectual challenges are important to my overall well-being.,0.5258352756500244
"Emotional, Intellectual",I have also found the stress level to be essential to my overall well-being.,0.5138018727302551
"Emotional, Intellectual",I find that intellectual stimulation is important to my overall well-being.,0.5081143975257874
"Emotional, Intellectual","I enjoy intellectual stimulation because of my ability to deal with unpleasant or painful feelings like sadness, fear, and anger.",0.5076887607574463
"Emotional, Intellectual",I feel thrilled with intellectual stimulation I receive in my daily life.,0.5028975009918213
"Emotional, Intellectual",I find it difficult to manage my emotions and emotions effectively during stressful situations.,0.5014954209327698
"Emotional, Intellectual",I am having trouble with my emotional and intellectual challenges.,0.49863097071647644
"Emotional, Intellectual","My experiences with anxiety, depression, depression, and anger have been positive.",0.4931729733943939
"Emotional, Intellectual",I am grateful that I have had intellectual challenges in my daily life.,0.48694005608558655
"Emotional, Intellectual",I have been experiencing both a variety of emotions including anger and depression.,0.48125365376472473
"Emotional, Intellectual",I feel I've developed intellectual problems in the past.,0.47797873616218567
"Emotional, Intellectual",My emotional needs have become more complex in the past.,0.460766464471817
"Emotional, Intellectual","I find that when I am angry, I am unable to deal with unpleasant or painful feelings like sadness, fear, and anger.",0.45678719878196716
"Emotional, Intellectual","I have been experiencing problems with my emotions, behaviors, and tendencies over the past month.",0.421196311712265
"Emotional, Intellectual",I find it hard to deal with pain and discomfort in my daily life.,0.3959374725818634
"Emotional, Intellectual","I have a variety of intellectual disabilities including delusions, low self-esteem, and delusions of responsibility.",0.3939347565174103
"Emotional, Intellectual",I feel confident that I have completed my goals and that I have a good life.,0.3737654387950897
"Emotional, Intellectual",I am having trouble thinking and feeling emotionally in the past.,0.3728102445602417
"Emotional, Intellectual",I find that I feel confident and optimistic about the future.,0.35628604888916016
"Emotional, Intellectual",I feel excited and interested in things but I find myself bored.,0.30565813183784485
"Emotional, Intellectual",I find it helpful to have an attitude of respect for people that are not afraid of themselves.,0.2716553211212158
"Emotional, Occupational","I am able to cope well with negative emotions like sadness, fear, and anger.",0.5030590891838074
"Emotional, Occupational","I feel emotional and able to deal with feelings of sadness, fear, and anger.",0.47357749938964844
"Emotional, Occupational",I am able to work through my emotions and be able to focus on positive outcomes.,0.4480007290840149
"Emotional, Occupational",i feel sad but am able to deal with other negative emotions like sadness and anger.,0.43644052743911743
"Emotional, Occupational",I am able to cope well with the anxiety and depression that surrounds me.,0.4292145371437073
"Emotional, Occupational",I am able to manage emotional and occupational stress levels.,0.42454636096954346
"Emotional, Occupational","My self-report focuses on how often you feel sad, unhappy, or angry.",0.41552630066871643
"Emotional, Occupational",I am very happy to be able to take care of my feelings while I am feeling sad.,0.4116111695766449
"Emotional, Occupational",You have described your emotional or occupational stress and are aware of the following symptoms:,0.40253448486328125
"Emotional, Occupational",I feel that I am able to maintain self-esteem.,0.40164780616760254
"Emotional, Occupational",I feel more emotional and a work requires more energy.,0.39772626757621765
"Emotional, Occupational",The purpose of this self-report is to compare your emotions.,0.39585790038108826
"Emotional, Occupational","I can't get enough of negative feelings like fear, anger, and fear.",0.39409059286117554
"Emotional, Occupational",You are aware that a lot of your self-talk in your work is from your emotions.,0.3909893333911896
"Emotional, Occupational",My self-report was about my emotional and occupational health.,0.38680383563041687
"Emotional, Occupational",My mood swings have improved since I began my self-report.,0.3672466278076172
"Emotional, Occupational","I have been struggling with depression, anxiety, and anger for about a year.",0.36231860518455505
"Emotional, Occupational",I have strong immune systems and feel calmer and less anxious.,0.3495135009288788
"Emotional, Occupational",I have been diagnosed with mood disorders since the 1990s.,0.3365405797958374
"Emotional, Occupational",You may feel anxious or worry about how many things you work on.,0.32831496000289917
"Emotional, Occupational",I am able to use my strengths in my job.,0.3261498510837555
"Emotional, Occupational",You may not have feelings or behavior that you wish to describe.,0.30018794536590576
"Emotional, Occupational",I am happy to be able to take care of the things that I am grateful to have done.,0.2909359037876129
"Emotional, Occupational",I am not satisfied with my current work or my job.,0.28766149282455444
"Emotional, Occupational","You can use all the following skills except for fear, anger, sadness and petty fighting.",0.26919427514076233
"Emotional, Occupational",I have a strong immune system and can do everything at my own pace and without the need for external support.,0.26520946621894836
"Emotional, Occupational",You feel as though you have just gotten rid of the past and lost the past.,0.25383007526397705
"Emotional, Occupational","Compared with most people, many feel satisfied and satisfied with their efforts.",0.24556952714920044
"Emotional, Occupational",Those who have a strong immune system are at risk for mental health issues.,0.23654700815677643
"Emotional, Occupational","The self-report is based on an existing self-report, and no longer forms part of a self-report.",0.1131632924079895
"Emotional, Physical",My physical health affects how able I feel emotionally and mentally.,0.7315908074378967
"Emotional, Physical",My physical health has affected how I feel physically and emotionally.,0.7244853973388672
"Emotional, Physical",My physical health can be influenced by mental or emotional health.,0.7240999937057495
"Emotional, Physical",My emotional health has affected my mental and physical health.,0.7236127257347107
"Emotional, Physical",My emotional and physical health is affecting my mental and physical health.,0.716928243637085
"Emotional, Physical",My physical condition is having an impact on my mental and emotional health.,0.7162973880767822
"Emotional, Physical",My mental health is affecting how I feel emotionally and physically.,0.71082603931427
"Emotional, Physical",My physical health affects how physically and emotionally I feel.,0.7057738900184631
"Emotional, Physical",My physical condition has affected my mental and emotional health.,0.6987334489822388
"Emotional, Physical",My physical health has been affected by physical and emotional illness in the past.,0.6918395757675171
"Emotional, Physical",My physical condition is affected my emotional and physical health.,0.6882503032684326
"Emotional, Physical",My physical health is a chronic condition that affects my mental and emotional health.,0.6866689324378967
"Emotional, Physical",My physical health affects how competent I feel mentally and emotionally.,0.6733078956604004
"Emotional, Physical",My physical condition influences how satisfied I am mentally and emotionally.,0.6471752524375916
"Emotional, Physical",My physical health has prompted the onset of psychological illness.,0.6459031105041504
"Emotional, Physical",I believe physical health can affect my mental and emotional health.,0.6446532607078552
"Emotional, Physical",I am unable to deal with my emotional and physical health and it is a good question.,0.6326273679733276
"Emotional, Physical","Considering my current physical health, I can feel more mentally and emotionally healthy.",0.631008505821228
"Emotional, Physical",I have a physical condition which affects how powerful I am mentally and emotionally.,0.6257060766220093
"Emotional, Physical",My psychological condition influences how mentally and emotionally I feel.,0.6220088601112366
"Emotional, Physical",I've tried to improve my mental and emotional health.,0.5897630453109741
"Emotional, Physical",My emotional health has caused me to feel more self-centered and disorganized.,0.5757882595062256
"Emotional, Physical",My physical health has been great over the past few years.,0.5685691833496094
"Emotional, Physical",My physical health has hindered my ability to do my physical tasks and activities.,0.5646771788597107
"Emotional, Physical",I am able to manage my emotional and physical health effectively during stressful situations.,0.5540247559547424
"Emotional, Physical",I do not understand why my mental health is suffering.,0.4950728714466095
"Emotional, Physical",I am worried that my physical health will be impaired.,0.48663660883903503
"Emotional, Physical",I think I can manage my emotions effectively during stressful situations.,0.4399379789829254
"Emotional, Physical",I am in danger of losing my sense of humor.,0.2520067095756531
"Emotional, Physical","I feel anxious, and think I need to eat more, but I am not getting enough sleep.",0.23645123839378357
"Emotional, Social",I feel sad because I have not had any close relationships with people.,0.49124523997306824
"Emotional, Social",I have been sad since childhood and have not experienced close and trusting relationships with anyone.,0.4875038266181946
"Emotional, Social",I have been feeling sad lately because of some of my past experiences.,0.4824976623058319
"Emotional, Social",I often feel sad because my emotions are too strong.,0.4692327380180359
"Emotional, Social",I have not always felt good about my friends and relationships.,0.44335266947746277
"Emotional, Social",I have been feeling sad a lot lately and it's hard to make friends with those I care about.,0.4430350363254547
"Emotional, Social",I feel unappreciated and need to improve my coping strategies.,0.44230470061302185
"Emotional, Social","I have been unwell, depressed, and sad for many years.",0.43520793318748474
"Emotional, Social",I have had emotional and social problems for two years.,0.42847734689712524
"Emotional, Social",I am feeling upset about things that happen to me emotionally in the past.,0.4273354709148407
"Emotional, Social",I am feeling very socially isolated and have not had close relationships in a long time.,0.42263922095298767
"Emotional, Social",My friends and family have been supportive of me in the past.,0.4176318347454071
"Emotional, Social",I have not experienced good and strong relationships with others.,0.41016265749931335
"Emotional, Social",I have been feeling negative for the last several years.,0.4085344076156616
"Emotional, Social",I had trouble keeping close relationships and have low self-esteem.,0.398359477519989
"Emotional, Social",My feelings of sadness have been the worst of all.,0.39784348011016846
"Emotional, Social",I feel sad about being a teen and having not seen my parents since I was a child.,0.3840421438217163
"Emotional, Social",I feel sad about not being able to make friends.,0.38336828351020813
"Emotional, Social",I feel alone because I don't feel connected to others.,0.37970811128616333
"Emotional, Social",My mental health is good and I can manage my emotions well during stressful situations.,0.3760954737663269
"Emotional, Social",I am anxious about my mood and feeling sad about my sadness and wanting to get away from it,0.365465372800827
"Emotional, Social",I have a tendency to slack off and feel unfulfilled.,0.3386891782283783
"Emotional, Social",I have not experienced a long-term relationship with people I trust.,0.33309048414230347
"Emotional, Social","Depending on the type of question, I might have more emotional experiences than I do.",0.32222238183021545
"Emotional, Social",I am very upset with myself because of my family history.,0.29892194271087646
"Emotional, Social",I have never experienced such strong and reliable relationships with others.,0.2926107943058014
"Emotional, Social",During my self-report I can describe and describe personal feelings and behaviors.,0.28749117255210876
"Emotional, Social","I am happy to be alive, and I feel happy.",0.2799595594406128
"Emotional, Social",My mood has been high lately and it seems to be affecting my mood.,0.25369811058044434
"Emotional, Social",The subject should describe any emotions or behavior that you have experienced.,0.22618764638900757
"Emotional, Spiritual",I am able to deal with emotional and spiritual struggles successfully during stressful situations.,0.5469679832458496
"Emotional, Spiritual",I am able to cope with emotional and spiritual issues.,0.5467521548271179
"Emotional, Spiritual",I am capable of managing my emotions effectively during stressful situations.,0.5403428673744202
"Emotional, Spiritual",I am capable of managing emotional and spiritual issues and feelings.,0.5260944962501526
"Emotional, Spiritual",I have a strong emotional perception when facing my challenges.,0.5164889097213745
"Emotional, Spiritual",I am able to take stock of my mental health and be able to manage my emotions effectively during stressful situations.,0.5140001177787781
"Emotional, Spiritual",I am able to take time to care about my emotional health.,0.5109461545944214
"Emotional, Spiritual",My feelings of sadness and anger are a strong influence on my mental health.,0.5015788674354553
"Emotional, Spiritual",I am able to cope with unnecessarily negative and potentially unhealthy feelings.,0.49203911423683167
"Emotional, Spiritual",I can identify my emotions in the present and then control them.,0.4852268397808075
"Emotional, Spiritual",My emotions are centered around my spirituality and self-love.,0.4735311269760132
"Emotional, Spiritual",I can cope with my emotions when they are overly negative.,0.47292548418045044
"Emotional, Spiritual",I feel better when my emotional and spiritual feelings are centered on positive thoughts.,0.4646216630935669
"Emotional, Spiritual",I have been to a psychiatrist and I am not the one to treat my emotions.,0.4562397301197052
"Emotional, Spiritual",I have a strong personality when facing life's challenges.,0.44343313574790955
"Emotional, Spiritual",I am well aware of my emotions and are not a passive person.,0.4383017122745514
"Emotional, Spiritual",I can deal with the fear of loss and anxiety.,0.43738487362861633
"Emotional, Spiritual",I feel more at peace when dealing with life's challenges and difficulties.,0.4349216818809509
"Emotional, Spiritual",My mental health levels are a positive reflection of my spiritual beliefs.,0.434509813785553
"Emotional, Spiritual",I have a strong immune system and I am able to deal with stressful situations.,0.43069350719451904
"Emotional, Spiritual",I am able to maintain an environment of calm and familiarity.,0.41757795214653015
"Emotional, Spiritual",My mental health status has improved over the past year.,0.3950144946575165
"Emotional, Spiritual",I am strong because of the experiences I have had.,0.38378530740737915
"Emotional, Spiritual",I am very excited to have an emotional self-report.,0.3669261336326599
"Emotional, Spiritual",My moods have deteriorated since I have had a physical physical exam.,0.3654836118221283
"Emotional, Spiritual",I am happy and happy to be in the company of others and have people to take care of me.,0.3592017590999603
"Emotional, Spiritual",I like to listen to other people's thoughts and feelings.,0.34342682361602783
"Emotional, Spiritual","I have had a difficult time in the past, with bad times.",0.34028342366218567
"Emotional, Spiritual",I often feel angry and sad because of my lack of friends.,0.33499112725257874
"Emotional, Spiritual",I feel better when I'm out in the open.,0.3167552053928375
"Environmental, Financial",I feel stressed out by the situation and therefore can't breathe.,0.3560233414173126
"Environmental, Financial",I have a very difficult time sleeping because I cannot breathe comfortably.,0.34741902351379395
"Environmental, Financial","I was stressed out by my own feelings, behaviors, or tendencies.",0.3462027907371521
"Environmental, Financial",I often have trouble sleeping because I cannot breathe comfortably.,0.3420436680316925
"Environmental, Financial",I've had problems sleeping because I cannot breathe comfortably.,0.3397938907146454
"Environmental, Financial",I have had difficulties sleeping because I cannot breathe comfortably.,0.33961743116378784
"Environmental, Financial",I have difficulty with concentrating and managing my emotions during stressful situations.,0.32688334584236145
"Environmental, Financial",I have some difficulty managing my emotions during stressful situations.,0.32556790113449097
"Environmental, Financial",I feel stress at home and the food I don't eat is expensive.,0.3239537477493286
"Environmental, Financial",I feel stressed because I must work on my mind at night.,0.3228505253791809
"Environmental, Financial","I am experiencing the following issues: financial stress, mental health and other psychological issues - a psychological self-report.",0.31305697560310364
"Environmental, Financial",I have an ability to find healthy ways to spend my time.,0.2950608432292938
"Environmental, Financial",My mental health has been deteriorating for the past month.,0.29063883423805237
"Environmental, Financial",I've never had trouble sleeping because you cannot breathe comfortably.,0.28211429715156555
"Environmental, Financial",My parents say I have always been in an unhealthy state of mind.,0.2714537978172302
"Environmental, Financial",You have been having a problem sleeping over the last month.,0.26639366149902344
"Environmental, Financial","My depression and anxiety have contributed to my health problems, as well as my desire to continue using alcohol.",0.26564374566078186
"Environmental, Financial",I have difficulty sleeping because I have to get up to use the bathroom?,0.2609253227710724
"Environmental, Financial",I have a good understanding of how my health affects my finances.,0.2561684250831604
"Environmental, Financial",I have been using my brain for a few weeks and I am able to concentrate on my own goals.,0.2513490617275238
"Environmental, Financial",I am not able to afford the family I have.,0.24206820130348206
"Environmental, Financial",I am likely to spend more time in my home.,0.2389831840991974
"Environmental, Financial",I often have to use the bathroom and have to make the most of the time available.,0.23158057034015656
"Environmental, Financial",My family is a concern and my finances are very high.,0.21640905737876892
"Environmental, Financial",I have been feeling self-centered since I was a child.,0.21224215626716614
"Environmental, Financial",I was spending a lot of money on a new house.,0.20304575562477112
"Environmental, Financial",I am grateful to family and friends who gave me support.,0.17648209631443024
"Environmental, Financial","The first two self-report items, ""I have a strong immune system,"" describe personal feelings, behaviors, or tendencies.",0.17497767508029938
"Environmental, Financial",I was at home with the family a couple weeks ago.,0.16268019378185272
"Environmental, Financial",I have a relationship with a close and secure person.,0.13672859966754913
"Environmental, Intellectual",I find it difficult to relax when my environment is clean and organized.,0.560123085975647
"Environmental, Intellectual",I find it easier for me to relax when my living space is clean and organized.,0.5468205809593201
"Environmental, Intellectual",I find it easier to relax in my living space.,0.5400314927101135
"Environmental, Intellectual",I am more relaxed when my living space is clean and organized.,0.5355924963951111
"Environmental, Intellectual",I have good moods and feel more at ease in my living space.,0.5214447379112244
"Environmental, Intellectual",I feel more relaxed in my surroundings than I will ever be in another environment.,0.5214051008224487
"Environmental, Intellectual",I find it easier to get rest and relax in my surroundings.,0.5178855657577515
"Environmental, Intellectual",I feel more at ease in my surroundings which challenge me to think and reason.,0.5056499242782593
"Environmental, Intellectual",I find that activities which require me to concentrate make it harder for me to relax.,0.502281129360199
"Environmental, Intellectual",I can deal with stress better when I have the right environment.,0.4993065893650055
"Environmental, Intellectual",I feel a sense of calmness after my environment gets a little stressful.,0.49290499091148376
"Environmental, Intellectual",I have mood swings and anxiety and I can feel less at ease in environments which are calm and familiar.,0.4918458163738251
"Environmental, Intellectual",I feel more comfortable being in a clean and organized environment.,0.4890497922897339
"Environmental, Intellectual",I feel more at ease in my surroundings that are calm and familiar.,0.4886886477470398
"Environmental, Intellectual",I am less likely to relax in the evenings or the mornings.,0.47239717841148376
"Environmental, Intellectual",I enjoy activities which challenge me to think and reason.,0.43964436650276184
"Environmental, Intellectual",I can relax when I have nothing to worry about.,0.4270598888397217
"Environmental, Intellectual",I feel at ease when my home is clean and organized.,0.4193713665008545
"Environmental, Intellectual",I enjoy activities which challenge my thinking and reasoning abilities.,0.4171869158744812
"Environmental, Intellectual",I am more at peace in my surroundings when I am in a calm and familiar environment.,0.4006496071815491
"Environmental, Intellectual",I don't feel like I am relaxing because I have been depressed and worried.,0.39441797137260437
"Environmental, Intellectual",I feel more at ease and less afraid when I feel lonely.,0.39135196805000305
"Environmental, Intellectual",I do not like things that require me to concentrate.,0.39023423194885254
"Environmental, Intellectual",I don't like to do activities that cause me to think and reason.,0.38963764905929565
"Environmental, Intellectual","I enjoy living in a clean, neat and organized home.",0.3721015453338623
"Environmental, Intellectual",I have more feelings and behaviors than I have thoughts and feelings.,0.3682498335838318
"Environmental, Intellectual",I feel less stressed when I go to bed early.,0.3547343313694
"Environmental, Intellectual",I have the most mental health problems in my life.,0.3454873859882355
"Environmental, Intellectual",I have a sense of well-being and a sense of well-being.,0.32938385009765625
"Environmental, Intellectual",I use less than the recommended amount of self-report time.,0.16629701852798462
"Environmental, Occupational",My environment plays an important part in my overall well-being.,0.7101675868034363
"Environmental, Occupational",My environment plays a vital role in my overall well-being.,0.7069850564002991
"Environmental, Occupational",My environment is a good environment for me to take care of myself.,0.705562174320221
"Environmental, Occupational",My environment is a key indicator of my well-being.,0.6908758282661438
"Environmental, Occupational",My living environment plays a key role in my wellbeing.,0.6847532391548157
"Environmental, Occupational",My environment plays a huge role in my overall health.,0.6771181225776672
"Environmental, Occupational",My environment is the most important element of my wellbeing.,0.6685208082199097
"Environmental, Occupational",I want my environment to be comfortable and I can take care of myself.,0.6540665626525879
"Environmental, Occupational",My environment has an effect on my mood and happiness.,0.6514602303504944
"Environmental, Occupational",I feel better when my environment supports my overall well-being.,0.6417083144187927
"Environmental, Occupational","My environment is a good place to spend a quiet, comfortable day.",0.6391220092773438
"Environmental, Occupational",I feel more comfortable when my living environment supports my overall well-being.,0.6372236013412476
"Environmental, Occupational",My environment does a good job of protecting me from stress.,0.637214183807373
"Environmental, Occupational",My environment and environment both make me feel less comfortable.,0.6363828778266907
"Environmental, Occupational",My environment has made it easier for me to relax.,0.6339172720909119
"Environmental, Occupational",My surroundings are an important part of my well-being.,0.6064883470535278
"Environmental, Occupational",I have improved my mental health by improving my environment.,0.5803344249725342
"Environmental, Occupational",My surroundings help me to feel more comfortable and relaxed.,0.5650802850723267
"Environmental, Occupational",I find it easier to take care of myself in a healthy environment.,0.5599935054779053
"Environmental, Occupational",I am in the mood to be in my own environment.,0.5573312044143677
"Environmental, Occupational",I need to keep my environment clean to keep myself energized.,0.5525907874107361
"Environmental, Occupational",I'm trying to decide if my environment can help me focus on my emotions.,0.5509647727012634
"Environmental, Occupational",My environment is a good source of stimulent and support.,0.549968421459198
"Environmental, Occupational",I feel more comfortable and more calm in my environment.,0.545868992805481
"Environmental, Occupational",I enjoy the fact that my surroundings are beautiful and I get to take care of myself.,0.5442468523979187
"Environmental, Occupational",My environment has changed dramatically over the past few years.,0.5380770564079285
"Environmental, Occupational",My home environment has a negative impact on my mood and mood.,0.5309244394302368
"Environmental, Occupational","I do not like my environment for many reasons, including noise or clutter",0.5060740113258362
"Environmental, Occupational",I want to make sure my surroundings are clean and organized.,0.45059311389923096
"Environmental, Occupational",I want my living space to be clean and organized.,0.38718485832214355
"Environmental, Physical",My physical health is not the same as my mental health.,0.57676100730896
"Environmental, Physical",My physical health can affect my overall mood and well being.,0.5726150870323181
"Environmental, Physical",I enjoy my physical health but it has made me feel unwell.,0.5584196448326111
"Environmental, Physical",My mental health depends on the physical aspect of my body,0.5570950508117676
"Environmental, Physical",My physical health is a good thing but I don't believe that it will change.,0.5461522936820984
"Environmental, Physical",I am sure my physical health is improving and I work very hard to improve it.,0.5390878319740295
"Environmental, Physical",My physical health does not have a major impact on how well I function.,0.5331454873085022
"Environmental, Physical",I don't know if I'm being physically healthy or mentally healthy.,0.5242131352424622
"Environmental, Physical",My physical health is at a high risk of being debilitating.,0.5167772769927979
"Environmental, Physical",I do not expect a healthy physical or mental health.,0.5151198506355286
"Environmental, Physical",I expect to have physical health for the long term.,0.5149200558662415
"Environmental, Physical",My physical health is a good measure of my physical health.,0.5136452913284302
"Environmental, Physical",My mental health measures how well I function day to day.,0.5117827653884888
"Environmental, Physical",My body appears to be healthy daily and my health is in excellent condition.,0.5000786185264587
"Environmental, Physical",My mental health takes some time to change based on my lifestyle.,0.4997825026512146
"Environmental, Physical",I have a physical health condition that I feel a little bit worse than before.,0.4928150177001953
"Environmental, Physical",I have a mental health problem that affects how well I function day to day.,0.4895402193069458
"Environmental, Physical",I hope that the mental health of my body will improve.,0.48620834946632385
"Environmental, Physical",I want to be physically healthy but haven't changed my environment.,0.464873731136322
"Environmental, Physical","I have a sense of fulfillment, but not a measure of physical health.",0.4621955156326294
"Environmental, Physical",I have a physical health score of at least 2 stars.,0.44678929448127747
"Environmental, Physical",My mental health will be normal after the first week.,0.43514907360076904
"Environmental, Physical",I enjoy being physically healthy and enjoying my physical health.,0.4322878420352936
"Environmental, Physical",I have a health condition that makes it difficult for me to have a proper diet.,0.4068240821361542
"Environmental, Physical","I have been living with mental health issues, and it is very clear that I have a mental health crisis.",0.3830561339855194
"Environmental, Physical",I am the only one who believes in the health of others.,0.3728647530078888
"Environmental, Physical",I don't think I have a strong immune system.,0.34372177720069885
"Environmental, Physical",I can't understand why I have a hard time coping with the stress of life.,0.3030663728713989
"Environmental, Physical",I can't stand to feel sick and angry all the time.,0.2973543703556061
"Environmental, Physical",I have been eating a lot of fruits and vegetables over the past few years.,0.2888970971107483
"Environmental, Social",I am well aware of my environment and social relationships.,0.4647604823112488
"Environmental, Social",I feel unsafe and uncertain when people are around me.,0.4647543728351593
"Environmental, Social",I can't live in the right environment with my social relationships.,0.463514506816864
"Environmental, Social",I feel safe and comfortable in social relationships with people.,0.4616139829158783
"Environmental, Social",I have yet to experience any positive emotions or tendencies with others.,0.4399159550666809
"Environmental, Social",I feel safe when I am around other people and my environment is safe.,0.43609869480133057
"Environmental, Social",I have not experienced many safe and comfortable relationships with others.,0.4311717450618744
"Environmental, Social",I feel safe when people around me but not with me.,0.4305017292499542
"Environmental, Social",I have experienced poor social and environmental relationships with others.,0.4282604455947876
"Environmental, Social",I have lived in a dysfunctional environment for a very long time.,0.4127315580844879
"Environmental, Social",I feel like I have no other relationships with other people.,0.4121241867542267
"Environmental, Social",I have experienced great relationships with people but have not experienced good and trusting relationships with others.,0.4088386595249176
