target_dims,generated_text,combo_size,target_count,generated_count,seed_1,seed_2,seed_3,seed_4,seed_5,seed_6
Environmental,I have a clear sense of direction and my mind is alert when I hear noise.,1,30,30,My environment makes it easier for me to take care of myself.,Noise or clutter in my environment makes it harder for me to relax.,My home environment helps me feel secure.,I feel safer when the spaces around me are predictable and comfortable.,I feel more comfortable when my surroundings match my needs.,I feel more at ease when my living space is clean and organized.
Environmental,I feel less anxious when my environment matches my needs.,1,30,30,My environment makes it easier for me to take care of myself.,Noise or clutter in my environment makes it harder for me to relax.,My home environment helps me feel secure.,I feel safer when the spaces around me are predictable and comfortable.,I feel more comfortable when my surroundings match my needs.,I feel more at ease when my living space is clean and organized.
Environmental,I think my environment is relaxing and I feel free.,1,30,30,My environment makes it easier for me to take care of myself.,Noise or clutter in my environment makes it harder for me to relax.,My home environment helps me feel secure.,I feel safer when the spaces around me are predictable and comfortable.,I feel more comfortable when my surroundings match my needs.,I feel more at ease when my living space is clean and organized.
Environmental,I need to make sure that my environment doesn't interfere with my emotional health.,1,30,30,My environment makes it easier for me to take care of myself.,Noise or clutter in my environment makes it harder for me to relax.,My home environment helps me feel secure.,I feel safer when the spaces around me are predictable and comfortable.,I feel more comfortable when my surroundings match my needs.,I feel more at ease when my living space is clean and organized.
Environmental,I feel more comfortable when my environment is well-maintained.,1,30,30,My environment makes it easier for me to take care of myself.,Noise or clutter in my environment makes it harder for me to relax.,My home environment helps me feel secure.,I feel safer when the spaces around me are predictable and comfortable.,I feel more comfortable when my surroundings match my needs.,I feel more at ease when my living space is clean and organized.
Environmental,I feel safer and more at ease when my surroundings are the right fit.,1,30,30,My environment makes it easier for me to take care of myself.,Noise or clutter in my environment makes it harder for me to relax.,My home environment helps me feel secure.,I feel safer when the spaces around me are predictable and comfortable.,I feel more comfortable when my surroundings match my needs.,I feel more at ease when my living space is clean and organized.
Environmental,I take care of myself in the way I feel.,1,30,30,My environment makes it easier for me to take care of myself.,Noise or clutter in my environment makes it harder for me to relax.,My home environment helps me feel secure.,I feel safer when the spaces around me are predictable and comfortable.,I feel more comfortable when my surroundings match my needs.,I feel more at ease when my living space is clean and organized.
Environmental,I'm more relaxed than I could have in my own environment.,1,30,30,My environment makes it easier for me to take care of myself.,Noise or clutter in my environment makes it harder for me to relax.,My home environment helps me feel secure.,I feel safer when the spaces around me are predictable and comfortable.,I feel more comfortable when my surroundings match my needs.,I feel more at ease when my living space is clean and organized.
Environmental,I am less likely to suffer from depression or anxiety.,1,30,30,My environment makes it easier for me to take care of myself.,Noise or clutter in my environment makes it harder for me to relax.,My home environment helps me feel secure.,I feel safer when the spaces around me are predictable and comfortable.,I feel more comfortable when my surroundings match my needs.,I feel more at ease when my living space is clean and organized.
Environmental,My environment helps me relax and have a good night's sleep.,1,30,30,My environment makes it easier for me to take care of myself.,Noise or clutter in my environment makes it harder for me to relax.,My home environment helps me feel secure.,I feel safer when the spaces around me are predictable and comfortable.,I feel more comfortable when my surroundings match my needs.,I feel more at ease when my living space is clean and organized.
Environmental,I feel more comfortable and more relaxed while my environment is clean and organized.,1,30,30,My environment makes it easier for me to take care of myself.,Noise or clutter in my environment makes it harder for me to relax.,My home environment helps me feel secure.,I feel safer when the spaces around me are predictable and comfortable.,I feel more comfortable when my surroundings match my needs.,I feel more at ease when my living space is clean and organized.
Financial,My financial situation has affected my lifestyle and the choices I make in my daily life.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Financial,I want to report on how financially you are financially and how well you are financially.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Financial,My financial situation affects my ability to make a stable financial decision.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Financial,I feel confident that I have a clear financial plan.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Financial,I feel more financially stable and more prepared to make decisions.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Financial,I am likely to be less financially stable than before.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Financial,I know my financial situation is impacting my life and it affects how I make financial decisions.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Financial,My financial situation affects how well I've been financially disciplined.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Financial,I feel mentally ill and have trouble managing my finances.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Financial,I feel the following: - I am ready to make lifestyle decisions.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Financial,My financial situation has a resemblance to how you feel.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Financial,My financial situation affects my ability to pay down bills.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Financial,My financial situation affects how well I perform in daily life.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Financial,I am able to make more decisions about my finances.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Financial,My financial situation influences my personal actions in daily life.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Financial,My financial situation influences how much I want to save.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Financial,My financial situation influences how I look at my future.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Financial,I am able to make the decisions I make in my life.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Financial,My financial situation influences the ways I make lifestyle choices.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Financial,I have a clear financial plan and am aware of my financial situation.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Financial,My financial situation affects how prepared I am for life.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Financial,I'm feeling more financially secure when I have a clear financial plan.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Financial,I feel anxious and stressed about the choices I make in daily life.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Financial,My financial situation impacts how successful I am in my current life.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Financial,My financial situation impacts my financial decisions in daily life.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Financial,I am aware that my financial situation affects my long-term needs.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Financial,I feel financially responsible for spending money on things I use frequently.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Financial,My financial situation influences the decisions I make in everyday life.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Financial,My financial situation influences how I make decisions in daily life.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Financial,My financial situation affects my physical health and well-being.,1,30,30,My financial situation influences the choices I make in daily life.,My financial situation affects how secure I feel.,I feel more stable when I have a clear financial plan.,I feel informed about my financial situation.,I feel prepared to handle routine financial responsibilities.,I am able to make financial decisions that support my long-term needs.
Intellectual,I feel glad that I am being able to handle my emotions effectively in the present.,1,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",I prefer to take the lead in problem-solving.,My interests and ideas are not shared by those around me,To what extent do you feel excited and interested in things?,I am satisfied with the direction I am taking in my work or studies.
Intellectual,I have a very good understanding of mental health issues.,1,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",I prefer to take the lead in problem-solving.,My interests and ideas are not shared by those around me,To what extent do you feel excited and interested in things?,I am satisfied with the direction I am taking in my work or studies.
Intellectual,My self-report indicates that I feel a lot of anxiety and stress at times in my life,1,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",I prefer to take the lead in problem-solving.,My interests and ideas are not shared by those around me,To what extent do you feel excited and interested in things?,I am satisfied with the direction I am taking in my work or studies.
Intellectual,I feel glad that the physical demands I receive are important to my overall well-being.,1,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",I prefer to take the lead in problem-solving.,My interests and ideas are not shared by those around me,To what extent do you feel excited and interested in things?,I am satisfied with the direction I am taking in my work or studies.
Intellectual,I am pleased with my daily life and intellectual stimulation I receive.,1,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",I prefer to take the lead in problem-solving.,My interests and ideas are not shared by those around me,To what extent do you feel excited and interested in things?,I am satisfied with the direction I am taking in my work or studies.
Intellectual,I enjoy thinking about problems and thinking about the future,1,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",I prefer to take the lead in problem-solving.,My interests and ideas are not shared by those around me,To what extent do you feel excited and interested in things?,I am satisfied with the direction I am taking in my work or studies.
Intellectual,I like to do everything I can to make my life better.,1,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",I prefer to take the lead in problem-solving.,My interests and ideas are not shared by those around me,To what extent do you feel excited and interested in things?,I am satisfied with the direction I am taking in my work or studies.
Intellectual,I enjoy thinking about problems and ideas in my daily life.,1,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",I prefer to take the lead in problem-solving.,My interests and ideas are not shared by those around me,To what extent do you feel excited and interested in things?,I am satisfied with the direction I am taking in my work or studies.
Intellectual,I feel glad that I don't have a lot of intellectual stimulation in my daily life,1,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",I prefer to take the lead in problem-solving.,My interests and ideas are not shared by those around me,To what extent do you feel excited and interested in things?,I am satisfied with the direction I am taking in my work or studies.
Intellectual,"I enjoy doing research, but I am less interested in doing so than I am in my daily life.",1,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",I prefer to take the lead in problem-solving.,My interests and ideas are not shared by those around me,To what extent do you feel excited and interested in things?,I am satisfied with the direction I am taking in my work or studies.
