target_dims,generated_text,combo_size,target_count,generated_count,seed_1,seed_2,seed_3,seed_4,seed_5,seed_6
"Emotional, Environmental",I feel less stress when my surroundings are calm and orderly.,2,30,30,Noise or clutter in my environment makes it harder for me to relax.,My environment makes it easier for me to take care of myself.,I feel less stressed when my surroundings are quiet and orderly.,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.",The condition of my surroundings affects my mood.,I feel more at peace in spaces that are calm and familiar.
"Emotional, Environmental",I have a mental health profile and have a sense of well being.,2,30,30,Noise or clutter in my environment makes it harder for me to relax.,My environment makes it easier for me to take care of myself.,I feel less stressed when my surroundings are quiet and orderly.,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.",The condition of my surroundings affects my mood.,I feel more at peace in spaces that are calm and familiar.
"Emotional, Environmental","I've experienced certain changes in my environment, such as a sudden change in my tense state or feeling of sadness or anger.",2,30,30,Noise or clutter in my environment makes it harder for me to relax.,My environment makes it easier for me to take care of myself.,I feel less stressed when my surroundings are quiet and orderly.,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.",The condition of my surroundings affects my mood.,I feel more at peace in spaces that are calm and familiar.
"Emotional, Environmental",I am feeling less stressed and less anxious when my surroundings are quiet.,2,30,30,Noise or clutter in my environment makes it harder for me to relax.,My environment makes it easier for me to take care of myself.,I feel less stressed when my surroundings are quiet and orderly.,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.",The condition of my surroundings affects my mood.,I feel more at peace in spaces that are calm and familiar.
"Emotional, Environmental","I can handle unpleasant or painful feelings like sadness, fear, anger.",2,30,30,Noise or clutter in my environment makes it harder for me to relax.,My environment makes it easier for me to take care of myself.,I feel less stressed when my surroundings are quiet and orderly.,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.",The condition of my surroundings affects my mood.,I feel more at peace in spaces that are calm and familiar.
"Emotional, Environmental",I find it easier to take care of myself when my surroundings are calm and orderly.,2,30,30,Noise or clutter in my environment makes it harder for me to relax.,My environment makes it easier for me to take care of myself.,I feel less stressed when my surroundings are quiet and orderly.,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.",The condition of my surroundings affects my mood.,I feel more at peace in spaces that are calm and familiar.
"Emotional, Environmental",I am more relaxed in areas that are calm and familiar.,2,30,30,Noise or clutter in my environment makes it harder for me to relax.,My environment makes it easier for me to take care of myself.,I feel less stressed when my surroundings are quiet and orderly.,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.",The condition of my surroundings affects my mood.,I feel more at peace in spaces that are calm and familiar.
"Emotional, Environmental",I think that my environment is conducive to my relaxation.,2,30,30,Noise or clutter in my environment makes it harder for me to relax.,My environment makes it easier for me to take care of myself.,I feel less stressed when my surroundings are quiet and orderly.,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.",The condition of my surroundings affects my mood.,I feel more at peace in spaces that are calm and familiar.
"Emotional, Environmental",I feel more at peace and calm in my home.,2,30,30,Noise or clutter in my environment makes it harder for me to relax.,My environment makes it easier for me to take care of myself.,I feel less stressed when my surroundings are quiet and orderly.,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.",The condition of my surroundings affects my mood.,I feel more at peace in spaces that are calm and familiar.
"Emotional, Environmental",I am feeling less at peace when my surroundings are calm and orderly.,2,30,30,Noise or clutter in my environment makes it harder for me to relax.,My environment makes it easier for me to take care of myself.,I feel less stressed when my surroundings are quiet and orderly.,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.",The condition of my surroundings affects my mood.,I feel more at peace in spaces that are calm and familiar.
"Emotional, Environmental",I am happier in the calm and familiar spaces that I am in.,2,30,30,Noise or clutter in my environment makes it harder for me to relax.,My environment makes it easier for me to take care of myself.,I feel less stressed when my surroundings are quiet and orderly.,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.",The condition of my surroundings affects my mood.,I feel more at peace in spaces that are calm and familiar.
"Emotional, Environmental","I have feelings of anxiousness or disorientation, which affect my mood.",2,30,30,Noise or clutter in my environment makes it harder for me to relax.,My environment makes it easier for me to take care of myself.,I feel less stressed when my surroundings are quiet and orderly.,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.",The condition of my surroundings affects my mood.,I feel more at peace in spaces that are calm and familiar.
"Emotional, Environmental",I am at peace in the comfort of my own space.,2,30,30,Noise or clutter in my environment makes it harder for me to relax.,My environment makes it easier for me to take care of myself.,I feel less stressed when my surroundings are quiet and orderly.,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.",The condition of my surroundings affects my mood.,I feel more at peace in spaces that are calm and familiar.
"Emotional, Environmental",I am calm and free of all feelings of stress or anxiety.,2,30,30,Noise or clutter in my environment makes it harder for me to relax.,My environment makes it easier for me to take care of myself.,I feel less stressed when my surroundings are quiet and orderly.,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.",The condition of my surroundings affects my mood.,I feel more at peace in spaces that are calm and familiar.
"Emotional, Environmental",I am not aware of the consequences of my environment on my happiness.,2,30,30,Noise or clutter in my environment makes it harder for me to relax.,My environment makes it easier for me to take care of myself.,I feel less stressed when my surroundings are quiet and orderly.,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.",The condition of my surroundings affects my mood.,I feel more at peace in spaces that are calm and familiar.
"Emotional, Environmental",I am aware of the physical and emotional health of my environment.,2,30,30,Noise or clutter in my environment makes it harder for me to relax.,My environment makes it easier for me to take care of myself.,I feel less stressed when my surroundings are quiet and orderly.,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.",The condition of my surroundings affects my mood.,I feel more at peace in spaces that are calm and familiar.
"Emotional, Environmental",I feel more at peace when I have quiet space.,2,30,30,Noise or clutter in my environment makes it harder for me to relax.,My environment makes it easier for me to take care of myself.,I feel less stressed when my surroundings are quiet and orderly.,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.",The condition of my surroundings affects my mood.,I feel more at peace in spaces that are calm and familiar.
"Emotional, Environmental",I am more healthy if my environment is calm and orderly.,2,30,30,Noise or clutter in my environment makes it harder for me to relax.,My environment makes it easier for me to take care of myself.,I feel less stressed when my surroundings are quiet and orderly.,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.",The condition of my surroundings affects my mood.,I feel more at peace in spaces that are calm and familiar.
"Emotional, Environmental",I feel less stressed in my surroundings when my environment is quiet and orderly.,2,30,30,Noise or clutter in my environment makes it harder for me to relax.,My environment makes it easier for me to take care of myself.,I feel less stressed when my surroundings are quiet and orderly.,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.",The condition of my surroundings affects my mood.,I feel more at peace in spaces that are calm and familiar.
"Emotional, Financial",I feel more likely to make informed decisions about my finances.,2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Financial",I feel more stressed when my financial situation is at risk.,2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Financial",I feel better about my financial situation than my other financial situation.,2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Financial",I feel more likely to self-destruct during stressful situations.,2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Financial","I think a person who doesn't have a clear financial plan, and who feels more financially stable, will suffer from a depression.",2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Financial",I feel more confident that I can maintain my finances.,2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Financial",I am feeling more stressed when my finances are under control.,2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Financial",I feel more likely to be financially stable and secure than I am emotionally unstable.,2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Financial",I feel more anxious about my finances than about my emotions.,2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Financial",I feel more likely to do the following self-report activities:,2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Financial",I feel more likely to be financially stable if I have a clear financial plan.,2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Financial",I feel more able to manage my emotions efficiently during stressful situations.,2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Financial",I feel more aware of my financial situation and emotional and financial situation.,2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Financial",I feel satisfied that my financial situation has been lowered.,2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Financial",I feel the same feelings when I talk to my friends about work and financial issues.,2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Financial",I have less stress when my finances are under control.,2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Financial",I feel more likely to feel a lot of stress about my financial situation.,2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Financial",I am more emotionally affected when my financial situation is stable.,2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Financial",I feel more relaxed and focused after having a clear financial plan.,2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Financial",I feel better about my financial situation when I have a clear financial plan.,2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Financial","I feel financially and emotionally healthy, but I feel less stable and less secure.",2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Financial",I have no plans to move or have to cancel my plans.,2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Financial",I feel better at managing my emotions during stressful situations.,2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Financial",I feel more organized and confident when my finances are in control.,2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Financial",I feel resentful of the way my financial status has changed since I was in college.,2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Financial",I feel more worried about my finances and feel less stressed.,2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Financial",I feel more likely to be financially stable once my finances are stable.,2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Financial",I am not as aware of my financial situation as I feel.,2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Financial",I have a clear financial plan and feeling more stable.,2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Financial",I feel overwhelmed with the stress of my financial situation.,2,30,30,I feel informed about my financial situation.,Financial uncertainty affects my mood.,My financial situation affects how secure I feel.,I feel less stressed when my finances are organized.,I feel more stable when I have a clear financial plan.,I feel more independent when my finances are under control.
"Emotional, Intellectual",I feel both emotions and intellectual stimuli have become important to my overall well-being.,2,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",How often do you feel angry?,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",To what extent do you feel excited and interested in things?,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?"
"Emotional, Intellectual",I have found intellectual challenges to be essential to my overall well-being.,2,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",How often do you feel angry?,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",To what extent do you feel excited and interested in things?,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?"
"Emotional, Intellectual",I have found emotions to be vital to my overall well-being.,2,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",How often do you feel angry?,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",To what extent do you feel excited and interested in things?,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?"
"Emotional, Intellectual",I find it helpful to have an attitude of respect for people that are not afraid of themselves.,2,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",How often do you feel angry?,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",To what extent do you feel excited and interested in things?,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?"
"Emotional, Intellectual","I enjoy intellectual stimulation because of my ability to deal with unpleasant or painful feelings like sadness, fear, and anger.",2,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",How often do you feel angry?,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",To what extent do you feel excited and interested in things?,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?"
"Emotional, Intellectual",I find that I feel confident and optimistic about the future.,2,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",How often do you feel angry?,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",To what extent do you feel excited and interested in things?,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?"
"Emotional, Intellectual",I find that intellectual and intellectual challenges have a positive impact on my overall well-being.,2,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",How often do you feel angry?,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",To what extent do you feel excited and interested in things?,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?"
"Emotional, Intellectual",My emotional needs have become more complex in the past.,2,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",How often do you feel angry?,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",To what extent do you feel excited and interested in things?,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?"
"Emotional, Intellectual",I find that intellectual stimulation is important to my overall well-being.,2,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",How often do you feel angry?,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",To what extent do you feel excited and interested in things?,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?"
"Emotional, Intellectual",I feel excited and interested in things but I find myself bored.,2,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",How often do you feel angry?,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",To what extent do you feel excited and interested in things?,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?"
"Emotional, Intellectual",I have found that intellectual challenges can cause my overall well-being to suffer.,2,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",How often do you feel angry?,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",To what extent do you feel excited and interested in things?,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?"
"Emotional, Intellectual",I have also found the stress level to be essential to my overall well-being.,2,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",How often do you feel angry?,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",To what extent do you feel excited and interested in things?,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?"
"Emotional, Intellectual",I have found that my emotional and intellectual stress levels are high.,2,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",How often do you feel angry?,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",To what extent do you feel excited and interested in things?,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?"
"Emotional, Intellectual","I'm experiencing positive, positive emotions such as anxiety and fear.",2,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",How often do you feel angry?,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",To what extent do you feel excited and interested in things?,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?"
"Emotional, Intellectual",I feel I've developed intellectual problems in the past.,2,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",How often do you feel angry?,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",To what extent do you feel excited and interested in things?,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?"
"Emotional, Intellectual",I feel happier in my daily life and have more intellectual stimulation.,2,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",How often do you feel angry?,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",To what extent do you feel excited and interested in things?,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?"
"Emotional, Intellectual","My experiences with anxiety, depression, depression, and anger have been positive.",2,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",How often do you feel angry?,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",To what extent do you feel excited and interested in things?,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?"
"Emotional, Intellectual",I am grateful that I have had intellectual challenges in my daily life.,2,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",How often do you feel angry?,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",To what extent do you feel excited and interested in things?,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?"
"Emotional, Intellectual",I find it difficult to manage my emotions and emotions effectively during stressful situations.,2,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",How often do you feel angry?,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",To what extent do you feel excited and interested in things?,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?"
"Emotional, Intellectual","I find that when I am angry, I am unable to deal with unpleasant or painful feelings like sadness, fear, and anger.",2,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",How often do you feel angry?,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",To what extent do you feel excited and interested in things?,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?"
"Emotional, Intellectual",I feel thrilled with intellectual stimulation I receive in my daily life.,2,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",How often do you feel angry?,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",To what extent do you feel excited and interested in things?,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?"
"Emotional, Intellectual",I have found that intellectual challenges are important to my overall well-being.,2,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",How often do you feel angry?,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",To what extent do you feel excited and interested in things?,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?"
"Emotional, Intellectual","I have been experiencing problems with my emotions, behaviors, and tendencies over the past month.",2,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",How often do you feel angry?,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",To what extent do you feel excited and interested in things?,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?"
"Emotional, Intellectual",I find it hard to deal with pain and discomfort in my daily life.,2,30,30,"In the past, I have generally found intellectual challenges to be vital to my overall well-being.",How often do you feel angry?,"I am able to handle unpleasant or painful feelings like sadness, fear, and anger.","Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life.",To what extent do you feel excited and interested in things?,"During the past month, how much of a problem has it been for you to keep up enough enthusiasm to get things done?"
